st,city,population,violent_crime,property_crime,burglary,larceny_theft,motor_vehicle_theft
Maine,Wiscasset,3660,2,51,14,36,1
Maine,Yarmouth,8552,2,67,19,46,2
Maine,York,12870,7,151,23,122,6
Maryland,Aberdeen,15551,87,323,75,234,14
Maryland,Annapolis,38986,189,977,194,742,41
Maryland,Baltimore,621252,9542,30941,7757,17658,5526
Maryland,Bel Air,10295,20,217,21,194,2
Maryland,Berlin,4568,3,68,12,56,0
Maryland,Berwyn Heights,3296,10,57,6,48,3
Maryland,Bladensburg,9686,81,333,51,220,62
Maryland,Boonsboro,3450,3,34,12,22,0
Maryland,Bowie,58304,66,686,140,500,46
Maryland,Brentwood,3205,1,9,2,5,2
Maryland,Brunswick,6156,39,113,27,84,2
Maryland,Cambridge,12606,164,796,130,647,19
Maryland,Capitol Heights,4597,5,60,22,29,9
Maryland,Centreville,4646,7,52,10,40,2
Maryland,Chestertown,5092,46,117,58,57,2
Maryland,Cheverly,6516,23,161,28,107,26
Maryland,Chevy Chase Village,2069,0,54,8,44,2
Maryland,Colmar Manor,1474,4,17,2,14,1
Maryland,Cottage City,1377,2,42,5,31,6
Maryland,Crisfield,2659,3,12,1,11,0
Maryland,Cumberland,20095,144,1330,280,1025,25
Maryland,Delmar,3026,18,74,16,57,1
Maryland,District Heights,6175,21,43,9,26,8
Maryland,Easton,16781,63,448,81,363,4
Maryland,Edmonston,1525,4,44,8,29,7
Maryland,Elkton,15940,203,1169,184,937,48
Maryland,Fairmount Heights,1577,1,18,4,10,4
Maryland,Federalsburg,2650,15,88,20,66,2
Maryland,Forest Heights,2586,5,45,23,21,1
Maryland,Frederick,69162,341,1406,143,1211,52
Maryland,Frostburg,8606,9,171,42,126,3
Maryland,Fruitland,5187,10,372,17,352,3
Maryland,Glenarden,6360,15,52,13,31,8
Maryland,Greenbelt,24385,109,754,138,551,65
Maryland,Greensboro,1847,6,35,7,28,0
Maryland,Hagerstown,40470,240,1088,282,720,86
Maryland,Hampstead,6371,9,71,8,61,2
Maryland,Havre de Grace,13639,34,286,48,234,4
Maryland,Hurlock,2048,5,82,17,61,4
Maryland,Hyattsville,18605,84,1036,85,889,62
Maryland,Landover Hills,1819,10,41,4,30,7
Maryland,La Plata,9048,35,307,27,269,11
Maryland,Laurel,26406,118,868,105,689,74
Maryland,Lonaconing,1142,0,0,0,0,0
Maryland,Luke,64,0,0,0,0,0
Maryland,Manchester,4824,1,21,1,20,0
Maryland,Mount Rainier,8515,44,283,61,166,56
Maryland,New Carrollton,12847,54,221,26,159,36
Maryland,North East,3728,3,109,12,95,2
Maryland,Ocean Pines,12163,6,54,20,34,0
Maryland,Oxford,617,0,2,1,1,0
Maryland,Perryville,4445,6,86,17,65,4
Maryland,Pocomoke City,4155,17,202,20,182,0
Maryland,Princess Anne,3331,28,123,43,77,3
Maryland,Ridgely,1611,6,43,5,38,0
Maryland,Riverdale Park,7341,52,145,14,117,14
Maryland,Rock Hall,1313,0,24,9,15,0
Maryland,Salisbury,33125,311,1802,262,1493,47
Maryland,Seat Pleasant,4803,36,98,27,56,15
Maryland,Smithsburg,3005,1,37,13,24,0
Maryland,Snow Hill,2086,7,43,15,27,1
Maryland,St. Michaels,1050,7,33,1,31,1
Maryland,Sykesville,4433,0,41,8,30,3
Maryland,Taneytown,6757,11,63,13,49,1
Maryland,Thurmont,6502,9,78,9,68,1
Maryland,Trappe,1019,2,13,1,11,1
Maryland,University Park,2678,0,26,6,18,2
Maryland,Upper Marlboro,880,1,12,6,5,1
Maryland,Westminster,18754,60,732,76,649,7
Massachusetts,Abington,16252,28,293,52,228,13
Massachusetts,Acton,23573,23,224,61,156,7
Massachusetts,Acushnet,10441,28,101,32,60,9
Massachusetts,Adams,8221,31,150,33,110,7
Massachusetts,Agawam,28853,76,521,193,294,34
Massachusetts,Amesbury,16922,88,142,35,99,8
Massachusetts,Amherst,40047,79,255,55,186,14
Massachusetts,Andover,35562,19,291,35,246,10
Massachusetts,Aquinnah,326,5,3,1,2,0
Massachusetts,Arlington,44873,44,397,84,283,30
Massachusetts,Ashburnham,6206,11,65,16,48,1
Massachusetts,Ashland,17494,28,107,26,76,5
Massachusetts,Athol,11629,45,182,53,128,1
Massachusetts,Attleboro,44079,109,812,183,592,37
Massachusetts,Auburn,16440,45,418,51,351,16
Massachusetts,Avon,4492,4,122,11,106,5
Massachusetts,Ayer,8084,32,101,29,70,2
Massachusetts,Barnstable,44392,411,882,169,667,46
Massachusetts,Barre,5481,30,32,9,21,2
Massachusetts,Becket,1777,6,12,9,3,0
Massachusetts,Bedford,14435,8,55,15,37,3
Massachusetts,Bellingham,16879,33,308,34,265,9
Massachusetts,Belmont,25692,8,152,47,102,3
Massachusetts,Berkley,6623,8,25,8,17,0
Massachusetts,Bernardston,2110,3,16,2,11,3
Massachusetts,Beverly,41281,63,376,45,313,18
Massachusetts,Billerica,42762,33,271,51,199,21
Massachusetts,Blackstone,9110,16,68,6,61,1
Massachusetts,Bolton,5187,5,48,13,33,2
Massachusetts,Boston,665258,4702,15408,2357,11772,1279
Massachusetts,Bourne,19704,60,341,124,201,16
Massachusetts,Boxborough,5215,3,22,5,17,0
Massachusetts,Boxford,8275,0,21,3,18,0
Massachusetts,Boylston,4507,4,31,17,13,1
Massachusetts,Brewster,9983,20,106,39,62,5
Massachusetts,Brimfield,3750,3,17,6,11,0
Massachusetts,Brockton,95049,942,2148,414,1474,260
Massachusetts,Brookline,59520,164,804,136,646,22
Massachusetts,Burlington,25980,55,490,37,433,20
Massachusetts,Cambridge,110953,328,2616,436,2059,121
Massachusetts,Canton,22747,66,188,48,130,10
Massachusetts,Carlisle,5126,1,23,3,20,0
Massachusetts,Carver,11603,22,95,17,72,6
Massachusetts,Charlton,13396,7,110,37,64,9
Massachusetts,Chatham,6159,13,144,46,96,2
Massachusetts,Chelmsford,35249,24,434,33,387,14
Massachusetts,Chelsea,39811,430,916,145,654,117
Massachusetts,Chicopee,55926,270,1421,419,876,126
Massachusetts,Chilmark,935,0,13,1,11,1
Massachusetts,Clinton,13786,3,43,3,38,2
Massachusetts,Cohasset,8550,7,73,13,53,7
Massachusetts,Concord,20023,9,131,31,97,3
Massachusetts,Dalton,6677,15,48,22,24,2
Massachusetts,Danvers,27708,53,703,77,606,20
Massachusetts,Dartmouth,34438,56,749,92,633,24
Massachusetts,Deerfield,5037,11,66,16,48,2
Massachusetts,Dennis,14001,52,326,86,223,17
Massachusetts,Dighton,7376,2,34,7,26,1
Massachusetts,Douglas,8737,8,44,18,23,3
Massachusetts,Dover,5952,0,16,3,12,1
Massachusetts,Dracut,31486,19,430,81,327,22
Massachusetts,Dudley,11909,26,51,14,30,7
Massachusetts,Dunstable,3442,4,20,2,18,0
Massachusetts,Duxbury,15466,14,48,11,36,1
Massachusetts,East Bridgewater,14359,21,126,21,98,7
Massachusetts,East Brookfield,2188,2,12,2,7,3
Massachusetts,Eastham,4923,20,62,7,55,0
Massachusetts,Easthampton,16033,32,198,28,163,7
Massachusetts,East Longmeadow,16219,18,214,29,177,8
Massachusetts,Easton,24061,32,194,44,135,15
Massachusetts,Edgartown,4369,26,119,18,97,4
Massachusetts,Erving,1785,4,35,10,24,1
Massachusetts,Everett,44898,151,886,187,615,84
Massachusetts,Fairhaven,16078,37,369,52,305,12
Massachusetts,Fall River,88711,1012,1767,440,1148,179
Massachusetts,Falmouth,31666,155,613,245,342,26
Massachusetts,Fitchburg,40467,340,1055,315,677,63
Massachusetts,Franklin,33095,4,111,26,83,2
Massachusetts,Freetown,9151,26,112,37,68,7
Massachusetts,Gardner,20444,197,346,54,286,6
Massachusetts,Georgetown,8615,3,32,7,24,1
Massachusetts,Gloucester,29831,71,224,32,176,16
Massachusetts,Goshen,1073,0,3,3,0,0
Massachusetts,Grafton,18527,26,67,26,35,6
Massachusetts,Granby,6357,10,44,10,31,3
Massachusetts,Greenfield,17354,109,416,62,342,12
Massachusetts,Groton,11367,5,92,23,66,3
Massachusetts,Groveland,7211,2,17,1,15,1
Massachusetts,Hadley,5314,12,257,33,219,5
Massachusetts,Halifax,7830,9,95,16,72,7
Massachusetts,Hamilton,8242,4,41,5,35,1
Massachusetts,Hampden,5209,4,36,9,25,2
Massachusetts,Hanover,14482,1,151,14,134,3
Massachusetts,Hardwick,3016,11,38,13,23,2
Massachusetts,Harvard,6577,3,25,10,13,2
Massachusetts,Harwich,12177,40,186,68,109,9
Massachusetts,Hatfield,3294,8,11,0,11,0
Massachusetts,Haverhill,62895,341,1245,314,826,105
Massachusetts,Hingham,23165,21,236,49,180,7
Massachusetts,Holden,18771,9,87,24,62,1
Massachusetts,Holliston,14602,6,57,12,43,2
Massachusetts,Holyoke,40178,381,1993,334,1566,93
Massachusetts,Hopedale,5962,5,33,13,19,1
Massachusetts,Hopkinton,16668,0,53,1,52,0
Massachusetts,Hudson,19929,5,162,35,120,7
Massachusetts,Hull,10385,42,106,23,77,6
Massachusetts,Ipswich,13781,5,72,16,55,1
Massachusetts,Kingston,13291,22,163,26,131,6
Massachusetts,Lakeville,11339,9,137,67,66,4
Massachusetts,Lancaster,8126,10,72,19,45,8
Massachusetts,Lawrence,78649,691,1888,334,906,648
Massachusetts,Lee,5840,17,76,8,64,4
Massachusetts,Leicester,11347,20,165,23,131,11
Massachusetts,Lenox,4986,5,82,18,63,1
Massachusetts,Leominster,41261,372,1093,154,873,66
Massachusetts,Leverett,1856,0,9,2,7,0
Massachusetts,Lexington,33502,19,150,22,127,1
Massachusetts,Lincoln,7355,4,33,6,27,0
Massachusetts,Littleton,9516,16,66,14,47,5
Massachusetts,Longmeadow,15901,18,114,16,95,3
Massachusetts,Lowell,110819,482,2374,489,1685,200
Massachusetts,Ludlow,21510,30,251,51,184,16
Massachusetts,Lunenburg,11384,22,340,59,274,7
Massachusetts,Lynn,92584,719,2191,434,1431,326
Massachusetts,Lynnfield,12950,7,103,20,77,6
Massachusetts,Malden,61211,237,929,140,687,102
Massachusetts,Manchester-by-the-Sea,5387,5,21,6,14,1
Massachusetts,Mansfield,23705,60,244,55,178,11
Massachusetts,Marblehead,20616,20,172,27,142,3
Massachusetts,Marion,5084,5,56,12,41,3
Massachusetts,Marlborough,39897,141,567,62,485,20
Massachusetts,Marshfield,25751,45,111,11,95,5
Massachusetts,Mashpee,14066,50,221,33,176,12
Massachusetts,Mattapoisett,6265,10,64,13,48,3
Massachusetts,Maynard,10567,34,59,7,47,5
Massachusetts,Medford,57742,107,761,114,563,84
Massachusetts,Melrose,28221,27,277,36,215,26
Massachusetts,Mendon,5991,3,35,8,24,3
Massachusetts,Merrimac,6818,3,50,12,35,3
Massachusetts,Methuen,49579,89,809,125,595,89
Massachusetts,Middleboro,24357,70,290,51,222,17
Massachusetts,Middleton,9736,12,77,5,70,2
Massachusetts,Milford,28553,63,417,50,354,13
Massachusetts,Millbury,13514,23,227,43,171,13
Massachusetts,Millville,3232,4,21,5,15,1
Massachusetts,Milton,27449,14,248,43,194,11
Massachusetts,Monson,8802,14,61,25,32,4
Massachusetts,Montague,8300,74,177,44,127,6
Massachusetts,Nahant,3496,8,21,10,11,0
Massachusetts,Nantucket,11044,33,242,28,202,12
Massachusetts,Natick,36184,54,523,38,473,12
Massachusetts,Needham,30505,9,189,23,160,6
Massachusetts,Newburyport,18054,27,193,40,148,5
Massachusetts,Newton,89053,74,738,109,610,19
Massachusetts,Norfolk,11945,1,34,10,23,1
Massachusetts,North Adams,13249,143,409,107,287,15
Massachusetts,Northampton,28534,124,634,87,526,21
Massachusetts,North Andover,29756,20,270,25,233,12
Massachusetts,North Attleboro,28965,29,445,70,363,12
Massachusetts,Northborough,14953,8,118,11,106,1
Massachusetts,Northbridge,16587,35,257,44,203,10
Massachusetts,Northfield,3008,4,29,11,18,0
Massachusetts,North Reading,15664,8,89,18,68,3
Massachusetts,Norton,19464,15,58,17,39,2
Massachusetts,Norwell,10897,4,54,14,39,1
Massachusetts,Norwood,29173,21,310,66,217,27
Massachusetts,Oak Bluffs,4741,21,115,29,76,10
Massachusetts,Oakham,1927,2,8,4,3,1
Massachusetts,Orange,7683,19,100,41,58,1
Massachusetts,Orleans,5858,17,112,27,84,1
Massachusetts,Oxford,13894,43,166,23,134,9
Massachusetts,Palmer,12183,52,173,53,112,8
Massachusetts,Paxton,4863,4,21,9,12,0
Massachusetts,Peabody,52650,156,425,32,372,21
Massachusetts,Pelham,1329,0,5,2,3,0
Massachusetts,Pembroke,18286,21,110,27,79,4
Massachusetts,Pepperell,12094,33,100,28,69,3
Massachusetts,Pittsfield,43450,284,1270,414,807,49
Massachusetts,Plainville,9075,8,111,27,80,4
Massachusetts,Plymouth,58705,124,413,69,332,12
Massachusetts,Plympton,2885,0,17,3,14,0
Massachusetts,Princeton,3451,2,27,16,11,0
Massachusetts,Provincetown,2989,28,76,10,65,1
Massachusetts,Quincy,93671,376,1498,377,1039,82
Massachusetts,Randolph,33947,132,530,110,379,41
Massachusetts,Raynham,13772,25,321,33,274,14
Massachusetts,Reading,25705,6,135,26,105,4
Massachusetts,Rehoboth,12006,15,116,28,81,7
Massachusetts,Revere,54769,292,1162,144,889,129
Massachusetts,Rochester,5496,4,30,11,18,1
Massachusetts,Rockport,7229,8,17,3,14,0
Massachusetts,Rutland,8443,25,81,31,48,2
Massachusetts,Salem,43090,125,1303,171,1080,52
Massachusetts,Salisbury,8813,29,141,30,106,5
Massachusetts,Sandwich,20511,18,160,40,116,4
Massachusetts,Saugus,28240,71,625,64,523,38
Massachusetts,Seekonk,14933,27,346,37,300,9
Massachusetts,Sharon,18250,0,76,19,53,4
Massachusetts,Shelburne,1881,0,17,2,15,0
Massachusetts,Sherborn,4320,1,20,9,9,2
Massachusetts,Shirley,7394,8,52,9,41,2
Massachusetts,Somerset,18301,39,246,34,204,8
Massachusetts,Somerville,79734,193,1634,304,1197,133
Massachusetts,Southampton,6149,11,47,14,29,4
Massachusetts,Southborough,9989,8,45,10,32,3
Massachusetts,Southbridge,16856,69,398,160,224,14
Massachusetts,South Hadley,17684,40,276,75,189,12
Massachusetts,Southwick,9734,16,123,37,84,2
Massachusetts,Spencer,11838,23,146,21,113,12
Massachusetts,Springfield,154090,1654,5168,1303,3261,604
Massachusetts,Sterling,7973,4,45,11,31,3
Massachusetts,Stockbridge,1951,6,44,16,28,0
Massachusetts,Stoneham,22041,43,204,84,113,7
Massachusetts,Stoughton,28748,64,448,63,343,42
Massachusetts,Stow,7141,9,39,12,27,0
Massachusetts,Sturbridge,9513,24,180,22,151,7
Massachusetts,Sudbury,19050,2,67,20,45,2
Massachusetts,Sutton,9264,9,91,57,33,1
Massachusetts,Swampscott,14071,18,234,35,194,5
Massachusetts,Swansea,16225,27,305,39,249,17
Massachusetts,Taunton,56731,207,619,229,344,46
Massachusetts,Templeton,8189,20,52,12,36,4
Massachusetts,Tewksbury,30577,83,373,48,299,26
Massachusetts,Tisbury,4173,24,84,15,66,3
Massachusetts,Townsend,9520,11,96,49,43,4
Massachusetts,Truro,2014,11,35,7,28,0
Massachusetts,Tyngsboro,12353,16,81,16,63,2
Massachusetts,Upton,7739,6,36,5,30,1
Massachusetts,Wakefield,27206,52,209,47,145,17
Massachusetts,Wales,1887,2,12,1,10,1
Massachusetts,Walpole,25145,41,241,33,189,19
Massachusetts,Waltham,63590,111,713,142,527,44
Massachusetts,Ware,9880,38,137,25,108,4
Massachusetts,Wareham,22640,110,504,112,366,26
Massachusetts,Watertown,34701,36,456,50,391,15
Massachusetts,Wayland,13679,1,5,2,3,0
Massachusetts,Webster,16868,107,350,87,244,19
Massachusetts,Wellesley,29684,11,207,45,159,3
Massachusetts,Wellfleet,2756,4,27,4,22,1
Massachusetts,Westborough,18884,15,182,24,148,10
Massachusetts,West Bridgewater,7096,16,119,28,84,7
Massachusetts,Westfield,41733,80,583,107,450,26
Massachusetts,Westford,24121,17,125,24,93,8
Massachusetts,Westminster,7511,23,101,16,79,6
Massachusetts,Weston,12159,0,30,2,26,2
Massachusetts,Westport,15798,19,138,44,90,4
Massachusetts,West Springfield,28696,203,1328,214,1018,96
Massachusetts,West Tisbury,2942,4,36,7,26,3
Massachusetts,Westwood,15070,9,156,23,130,3
Massachusetts,Weymouth,56137,177,732,98,596,38
Massachusetts,Whately,1520,0,17,0,15,2
Massachusetts,Whitman,14865,41,146,20,118,8
Massachusetts,Wilbraham,14581,21,201,84,107,10
Massachusetts,Williamsburg,2470,5,13,5,8,0
Massachusetts,Williamstown,7564,8,113,16,96,1
Massachusetts,Wilmington,23634,38,181,31,139,11
Massachusetts,Winchendon,10694,42,168,18,140,10
Massachusetts,Winchester,22497,6,141,22,116,3
Massachusetts,Winthrop,18570,90,179,53,106,20
Massachusetts,Woburn,39539,89,473,74,367,32
Massachusetts,Worcester,183377,1627,5375,1214,3765,396
Massachusetts,Wrentham,11541,8,218,25,191,2
Massachusetts,Yarmouth,23550,215,402,115,265,22
Michigan,Addison Township,6541,8,38,12,23,3
Michigan,Adrian Township,6352,1,8,1,7,0
Michigan,Akron,392,1,11,4,7,0
Michigan,Albion,8184,88,218,58,150,10
Michigan,Allegan,5088,16,53,7,42,4
Michigan,Allen Park,27422,45,543,95,384,64
Michigan,Alma,9200,15,134,16,117,1
Michigan,Almont,2700,7,36,12,23,1
Michigan,Alpena,10193,29,205,30,170,5
Michigan,Ann Arbor,118730,228,2364,274,2018,72
Michigan,Argentine Township,6635,7,48,14,31,3
Michigan,Armada,1748,0,3,1,2,0
Michigan,Auburn Hills,21955,49,620,48,537,35
Michigan,Augusta,907,0,6,1,4,1
Michigan,Bad Axe,3005,2,69,4,63,2
Michigan,Bancroft,521,0,6,0,6,0
Michigan,Bangor,1852,3,28,5,22,1
Michigan,Baroda-Lake Township,3785,4,60,11,43,6
Michigan,Barryton,360,0,5,0,5,0
Michigan,Barry Township,3409,8,24,7,16,1
Michigan,Bath Township,12030,17,145,36,106,3
Michigan,Battle Creek,61240,462,2235,647,1516,72
Michigan,Bay City,33965,206,1088,312,737,39
Michigan,Beaverton,1057,3,12,1,11,0
Michigan,Belding,5792,8,53,5,46,2
Michigan,Bellaire,1068,2,8,0,8,0
Michigan,Belleville,3845,16,78,13,61,4
Michigan,Benton Harbor,10012,226,402,121,265,16
Michigan,Berkley,15349,50,122,43,73,6
Michigan,Berrien Springs-Oronoko Township,9124,17,89,13,74,2
Michigan,Beverly Hills,10493,1,54,3,51,0
Michigan,Big Rapids,10445,20,169,23,144,2
Michigan,Birch Run,1481,2,97,3,92,2
Michigan,Birmingham,20925,8,215,22,183,10
Michigan,Blackman Township,37632,83,1189,114,1046,29
Michigan,Blissfield,3250,9,25,7,18,0
Michigan,Bloomfield Hills,4021,2,22,0,19,3
Michigan,Bloomfield Township,42190,13,402,68,319,15
Michigan,Boyne City,3767,6,50,9,41,0
Michigan,Brandon Township,15672,15,57,13,42,2
Michigan,Breckenridge,1305,1,21,1,20,0
Michigan,Bridgeport Township,10115,45,217,63,136,18
Michigan,Bridgman,2253,5,24,4,18,2
Michigan,Brighton,7682,10,151,9,140,2
Michigan,Bronson,2320,6,40,4,36,0
Michigan,Buchanan,4374,22,147,22,124,1
Michigan,Buena Vista Township,8257,73,207,76,116,15
Michigan,Burr Oak,818,5,3,0,3,0
Michigan,Burton,28739,120,971,183,741,47
Michigan,Cadillac,10329,26,220,40,178,2
Michigan,Calumet,703,1,34,4,30,0
Michigan,Cambridge Township,5671,0,19,10,9,0
Michigan,Canton Township,89628,119,1097,129,915,53
Michigan,Capac,1849,7,40,11,28,1
Michigan,Carleton,2349,7,22,6,15,1
Michigan,Caro,4089,19,144,16,126,2
Michigan,Carrollton Township,5851,13,88,33,54,1
Michigan,Carson City,1090,8,17,1,16,0
Michigan,Caseville,743,1,22,2,20,0
Michigan,Caspian-Gaastra,1193,2,8,4,4,0
Michigan,Cass City,2351,1,48,5,42,1
Michigan,Cassopolis,1730,9,30,5,24,1
Michigan,Center Line,8331,34,234,33,172,29
Michigan,Central Lake,938,1,3,0,3,0
Michigan,Charlevoix,2534,1,106,6,98,2
Michigan,Charlotte,9053,19,186,21,163,2
Michigan,Cheboygan,4760,11,154,23,126,5
Michigan,Chelsea,5274,4,39,7,30,2
Michigan,Chesterfield Township,44636,105,796,84,674,38
Michigan,Chikaming Township,3090,2,23,10,12,1
Michigan,Chocolay Township,6003,7,44,5,38,1
Michigan,Clare,3078,17,89,8,77,4
Michigan,Clarkston,902,0,4,0,4,0
Michigan,Clawson,12105,19,57,6,49,2
Michigan,Clayton Township,7204,10,59,28,29,2
Michigan,Clay Township,8861,20,102,26,75,1
Michigan,Clinton,2280,1,19,3,16,0
Michigan,Clio,2533,4,46,7,36,3
Michigan,Coldwater,10783,29,269,30,236,3
Michigan,Coleman,1203,2,28,1,27,0
Michigan,Colon,1156,1,37,0,37,0
Michigan,Columbia Township,7424,7,75,16,55,4
Michigan,Commerce Township,38185,19,301,59,224,18
Michigan,Constantine,2058,10,47,7,38,2
Michigan,Covert Township,2826,14,60,14,41,5
Michigan,Croswell,2328,10,49,8,40,1
Michigan,Crystal Falls,1408,1,24,4,18,2
Michigan,Davison,4961,1,48,9,38,1
Michigan,Davison Township,18948,23,309,61,238,10
Michigan,Dearborn,94962,356,2932,398,2162,372
Michigan,Dearborn Heights,56111,218,1159,296,621,242
Michigan,Decatur,1764,14,85,13,71,1
Michigan,Denton Township,5374,3,78,16,61,1
Michigan,Detroit,673225,11846,27559,7820,14523,5216
Michigan,Dewitt,4733,4,23,5,17,1
Michigan,Dewitt Township,14786,19,142,31,107,4
Michigan,Dryden Township,4764,7,24,5,19,0
Michigan,Durand,3333,11,53,6,45,2
Michigan,East Grand Rapids,11402,6,100,10,84,6
Michigan,East Jordan,2365,1,37,3,33,1
Michigan,East Lansing,48668,94,728,162,479,87
Michigan,Eastpointe,32709,263,968,168,539,192
Michigan,Eaton Rapids,5220,14,73,13,57,3
Michigan,Eau Claire,620,0,4,0,4,0
Michigan,Elk Rapids,1618,0,47,6,41,0
Michigan,Elkton,778,0,16,2,14,0
Michigan,Emmett Township,11669,40,552,74,472,6
Michigan,Erie Township,4397,3,35,17,16,2
Michigan,Escanaba,12364,31,442,39,390,13
Michigan,Essexville,3400,0,48,9,36,3
Michigan,Evart,1863,3,37,4,33,0
Michigan,Farmington,10600,6,116,9,100,7
Michigan,Farmington Hills,81862,75,935,135,729,71
Michigan,Fennville,1399,1,5,0,4,1
Michigan,Fenton,11395,22,264,45,209,10
Michigan,Ferndale,20345,40,599,110,441,48
Michigan,Flat Rock,9849,22,133,12,100,21
Michigan,Flint,98221,1451,3538,1391,1880,267
Michigan,Flint Township,30654,220,1710,294,1336,80
Michigan,Flushing,8075,6,87,18,66,3
Michigan,Flushing Township,10270,6,39,20,18,1
Michigan,Forsyth Township,6250,22,95,19,74,2
Michigan,Fowlerville,2979,10,67,3,63,1
Michigan,Frankenmuth,4949,3,65,5,59,1
Michigan,Frankfort,1288,3,30,0,30,0
Michigan,Franklin,3252,2,30,7,20,3
Michigan,Fraser,14658,20,301,61,217,23
Michigan,Fremont,4022,12,177,7,166,4
Michigan,Fruitport,1107,23,643,46,587,10
Michigan,Gagetown,378,0,0,0,0,0
Michigan,Gaines Township,6209,0,33,9,20,4
Michigan,Galesburg,2046,3,53,23,30,0
Michigan,Garden City,26909,53,488,147,298,43
Michigan,Garfield Township,821,0,0,0,0,0
Michigan,Gaylord,3648,11,201,14,177,10
Michigan,Genesee Township,20540,84,421,160,234,27
Michigan,Gerrish Township,2926,5,55,39,16,0
Michigan,Gibraltar,4523,5,60,8,46,6
Michigan,Gladstone,4843,4,78,9,65,4
Michigan,Gladwin,2901,16,93,13,79,1
Michigan,Grand Beach,272,1,3,0,3,0
Michigan,Grand Blanc,7977,11,88,20,60,8
Michigan,Grand Blanc Township,36557,66,607,125,460,22
Michigan,Grand Haven,11108,19,211,23,182,6
Michigan,Grand Ledge,7791,5,109,17,90,2
Michigan,Grand Rapids,195268,1420,4604,974,3339,291
Michigan,Grandville,15980,38,585,43,529,13
Michigan,Grant,878,3,15,3,12,0
Michigan,Grayling,1827,10,115,15,99,1
Michigan,Green Oak Township,18432,21,189,31,147,11
Michigan,Greenville,8423,41,273,39,227,7
Michigan,Grosse Ile Township,10140,1,34,6,27,1
Michigan,Grosse Pointe,5226,8,110,13,94,3
Michigan,Grosse Pointe Farms,9242,3,89,7,72,10
Michigan,Grosse Pointe Park,11229,9,249,29,197,23
Michigan,Grosse Pointe Shores,2932,3,11,0,11,0
Michigan,Grosse Pointe Woods,15773,9,195,20,155,20
Michigan,Hamburg Township,21825,11,85,11,74,0
Michigan,Hampton Township,9457,14,175,27,142,6
Michigan,Hamtramck,22030,215,640,201,302,137
Michigan,Hancock,4565,9,61,15,43,3
Michigan,Harbor Beach,1630,3,19,4,15,0
Michigan,Harbor Springs,1208,2,17,2,15,0
Michigan,Harper Woods,13833,146,809,117,567,125
Michigan,Hart,2103,7,134,11,122,1
Michigan,Hartford,2616,1,33,6,25,2
Michigan,Hastings,7294,32,96,10,84,2
Michigan,Hazel Park,16655,89,335,84,205,46
Michigan,Highland Park,10074,166,335,65,197,73
Michigan,Highland Township,19856,18,147,23,115,9
Michigan,Hillsdale,8116,25,104,21,80,3
Michigan,Holland,33794,130,867,130,714,23
Michigan,Holly,6222,18,108,22,83,3
Michigan,Hopkins,609,1,1,0,1,0
Michigan,Houghton,7985,2,105,4,101,0
Michigan,Howell,9629,24,147,12,128,7
Michigan,Hudson,2248,8,28,5,22,1
Michigan,Huntington Woods,6386,2,36,4,26,6
Michigan,Imlay City,3569,9,64,11,51,2
Michigan,Independence Township,36520,32,259,65,187,7
Michigan,Inkster,24657,298,896,407,366,123
Michigan,Ionia,11454,27,177,33,139,5
Michigan,Iron River,2888,13,100,22,74,4
Michigan,Ironwood,5047,6,74,14,55,5
Michigan,Ishpeming,6547,18,91,5,80,6
Michigan,Ishpeming Township,3562,0,2,1,1,0
Michigan,Jackson,33126,411,1477,258,1155,64
Michigan,Jonesville,2208,1,61,2,58,1
Michigan,Kalamazoo,76325,861,2686,650,1865,171
Michigan,Kalamazoo Township,24473,98,524,172,320,32
Michigan,Kalkaska,2062,1,44,0,41,3
Michigan,Keego Harbor,3040,4,27,8,19,0
Michigan,Kentwood,51287,189,1366,230,1080,56
Michigan,Kingsford,5093,5,52,11,41,0
Michigan,Kinross Township,7571,0,20,7,13,0
Michigan,Laingsburg,1274,2,16,3,12,1
Michigan,Lake Angelus,299,0,2,0,2,0
Michigan,Lake Linden,990,2,6,1,4,1
Michigan,Lake Odessa,2033,10,11,1,10,0
Michigan,Lake Orion,3071,6,42,4,36,2
Michigan,Lansing,114694,1327,3450,959,2140,351
Michigan,Lansing Township,8109,36,228,42,177,9
Michigan,Lapeer,8747,30,351,41,304,6
Michigan,Lapeer Township,5054,0,11,4,7,0
Michigan,Lathrup Village,4165,6,41,8,32,1
Michigan,Laurium,1945,1,16,4,12,0
Michigan,Lawton,1864,4,45,9,33,3
Michigan,Lennon,500,0,2,2,0,0
Michigan,Leslie,1858,2,21,3,18,0
Michigan,Lincoln Park,37027,221,1122,242,768,112
Michigan,Lincoln Township,14527,21,147,7,135,5
Michigan,Linden,3830,2,22,3,18,1
Michigan,Litchfield,1340,2,27,6,21,0
Michigan,Livonia,94521,146,1857,190,1481,186
Michigan,Lowell,3917,6,48,4,43,1
Michigan,Luna Pier,1385,3,18,3,15,0
Michigan,Lyon Township,17945,19,168,25,132,11
Michigan,Mackinac Island,489,2,181,1,180,0
Michigan,Mackinaw City,809,1,23,2,21,0
Michigan,Madison Heights,30409,57,555,58,434,63
Michigan,Madison Township,8500,6,127,9,115,3
Michigan,Mancelona,1368,2,14,3,10,1
Michigan,Manistee,6069,4,77,19,56,2
Michigan,Manistique,2956,15,49,7,41,1
