STABR,FSCSKEY,LIBID,LIBNAME,OBEREG,RSTATUS,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,FIPSST,FIPSCO,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_RELATN,C_LEGBAS,C_ADMIN,GEOCODE,LSABOUND,STARTDAT,ENDDATE,POPU_LSA,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIA,TOTSTAFF,LOCGVT,STGVT,FEDGVT,TOTINCM,SALARIES,BENEFIT,STAFFEXP,PRMATEXP,ELMATEXP,TOTEXPCO,TOTOPEXP,LCAP_REV,SCAP_REV,FCAP_REV,CAP_REV,CAPITAL,BKVOL,EBOOK,AUDIO_PH,AUDIO_DL,VIDEO_PH,VIDEO_DL,DATABASE,SUBSCRIP,HRS_OPEN,VISITS,REFERENC,REGBOR,TOTCIR,KIDCIRCL,ELMATCIR,LOANTO,LOANFM,TOTPRO,TOTATTEN,GPTERMS,PITUSR,WIFISESS,YR_SUB
AR,AR0078,AR0078,IVA JANE PEEK LIBRARY HQ,05,1,00,00,00,-94.460698,36.335956,05,007,121  N. MAIN STREET,DECATUR,72722,M,BENTON,4797527323,NO,CI,SO,CI1,N,01/01/2014,12/31/2014,1699,1,0,0,0,1,1,38325,0,0,49270,,,,2996,0,2996,30259,0,0,0,0,0,8196,0,109,0,484,0,52,4,1040,2300,46,1352,1944,484,0,0,0,13,196,13,1680,0,2015
AR,AR0079,AR0084,SILOAM SPRINGS PUBLIC LIBRARY HQ,05,1,00,00,00,-94.545135,36.186308,05,007,401 WEST UNIVERSITY STREET,SILOAM SPRINGS,72761,2677,BENTON,4795244236,HQ,CI,SO,CI1,N,01/01/2014,12/31/2014,15000,1,0,0,1,1,3,311443,0,0,311443,138233,58956,197189,24968,3000,37543,286144,0,0,0,322025,6622,44013,12059,2381,3173,3091,254,52,22,2807,96779,7,11477,101355,9279,6203,0,1,177,5653,11,15121,0,2015
AR,AR0080,AR0080-01,SULPHUR SPRINGS PUBLIC LIBRARY HQ,05,4,00,00,00,-94.461037,36.477913,05,007,512 BLACK STREET,SULPHUR SPRINGS,72768,2744,BENTON,4792983753,NO,CI,SO,CI1,N,01/01/2014,12/31/2014,511,1,0,0,0,0,1.01,7848,1495,0,11529,,,,1179,91,1538,11059,0,0,0,0,551,2796,19749,69,1856,145,153,52,2,1687,2086,525,479,2721,663,-1,37,32,7,144,2,737,-1,2015
AR,AR0081,AR0081-01,TRI-COUNTY REGIONAL LIBRARY SYSTEM,05,1,02,00,00,0,0,05,061,"426 NORTH MAIN,SUITE 5",NASHVILLE,71852,2009,HOWARD,8708452566,HQ,MJ,MA,MC2,Y,01/01/2014,12/31/2014,43458,1,11,0,1,12,14,548739,61306,0,643883,214558,56598,271156,75866,2050,81546,420340,0,0,0,0,0,155337,385,2663,0,6619,4,52,122,16596,67812,10468,35659,108775,17040,169,317,490,106,1859,58,23032,8926,2015
AS,AS0001,FBPL,FELETI BARSTOW PUBLIC LIBRARY,09,1,00,00,00,-170.700912,-14.279331,60,010,997687 UTULEI RD.,PAGO PAGO,96799,M,MA'OPUTASI,6846335816,NO,LD,MO,MC2,N,10/01/2013,09/30/2014,61811,1,1,0,2,7,12,0,385000,85500,484500,266881,42593,309474,29045,23366,62880,520024,0,0,0,0,0,40880,0,895,0,290,0,33,2,3680,70487,2119,14054,26191,9218,0,0,0,448,6999,20,6295,0,2015
AZ,AZ0001,AE-APACHE,APACHE COUNTY LIBRARY DISTRICT OFFICE,06,1,00,00,00,-109.378196,34.506576,04,001,30 SOUTH 2ND WEST,ST. JOHNS,85936,M,APACHE,9283374923,NO,CO,MA,CO2,N,07/01/2013,06/30/2014,71868,0,7,0,1,9.2,23.12,1623000,25000,42227,1724144,691000,345500,1036500,94705,58401,203750,1630836,475000,0,0,475000,25799,62207,3578,4386,214,9951,98,33,144,10205,132930,6142,12721,179292,46081,4590,807,1017,435,6979,129,51332,-1,2015
AZ,AZ0009,AE-COCHISE,COCHISE COUNTY LIBRARY DISTRICT,06,1,00,00,00,-109.916922,31.443278,04,003,100 CLAWSON AVENUE,BISBEE,85603,1909,COCHISE,5204328930,HQ,LD,MA,CO1,N,07/01/2013,06/30/2014,129628,1,5,1,3,3,8,1396648,23000,39,1425687,432373,178477,610850,87533,69875,181257,1487953,0,0,0,0,0,97956,3002,5785,5069,6104,0,35,64,9416,34079,11201,378,67665,11640,12933,988,358,308,3212,25,10519,2369,2015
AZ,AZ0025,AE-CLIFTON,CLIFTON PUBLIC LIBRARY,06,1,00,00,00,-109.290191,33.046467,04,011,588 TURNER AVENUE,CLIFTON,85533,M,GREENLEE,9288652461,NO,CI,SO,CI2,N,07/01/2013,06/30/2014,4459,1,0,0,0,1,1.7,81647,14100,0,95747,,,,12031,3500,21246,82508,0,0,0,0,0,16093,867,570,71,269,0,27,17,1564,4736,12,627,5294,1165,2288,8,22,17,186,5,1162,-1,2015
AZ,AZ0026,AE-SAFFORD,SAFFORD CITY-GRAHAM COUNTY LIBRARY,06,1,00,00,00,-109.7150276,32.8313312,04,009,808 SOUTH 7TH AVENUE,SAFFORD,85546,2944,GRAHAM,9283483202,NO,CI,SO,CO2,N,07/01/2013,06/30/2014,38315,1,0,0,0,1,8.85,558485,143000,43898,780383,344070,118575,462645,25959,12693,44644,753974,50000,0,0,50000,45494,38088,867,1880,176,2844,0,31,12,1759,95949,15364,11452,93413,34011,1986,120,268,410,8881,17,10123,3499,2015
AZ,AZ0027,AE-PARKER,PARKER PUBLIC LIBRARY,06,2,00,00,00,-114.2952978,34.1476628,04,012,1001 SOUTH NAVAJO AVENUE,PARKER,85344,4930,LA PAZ,9286692622,NO,CI,SO,CI2,N,07/01/2013,06/30/2014,3199,1,0,0,0,0,2.5,176912,4339,25000,217904,95900,35950,131850,6252,1500,10512,176912,10000,0,0,10000,10000,15916,4294,918,812,1089,0,28,0,1746,58263,4470,11045,69521,8556,21719,153,99,286,3400,20,12040,-1,2015
AZ,AZ0028,AE-MARICOPA,MARICOPA COUNTY LIBRARY DISTRICT OFFICE,06,2,00,00,00,-112.073879,33.478012,04,013,2700 NORTH CENTRAL AVENUE SUITE 700,PHOENIX,85004,1140,MARICOPA,6026523030,NO,LD,MA,CO2,N,07/01/2013,06/30/2014,4008651,1,17,0,61,61,212,18580142,25000,150000,20298659,8118490,2964887,11083377,3923283,1556184,7011737,24178393,0,0,0,0,156881,497342,119910,51167,63412,122233,624,48,1011,43472,3324522,2058151,63122,8001103,2387498,546935,540,135,4999,117110,402,531213,0,2015
AZ,AZ0029,AE-AVONDALE,AVONDALE PUBLIC LIBRARY,06,2,00,00,00,-112.302116,33.445574,04,013,11350 NORTH CIVIC CENTER DRIVE,AVONDALE,85323,M,MARICOPA,6233332641,NO,CI,MO,CI1,N,07/01/2013,06/30/2014,78090,1,1,0,4,4,16.83,1328936,0,23887,1431417,633522,144835,778357,4913,30026,81338,1361704,0,0,0,0,0,82699,5563,3873,812,5283,0,41,82,5430,281849,9396,22940,280164,113747,9421,293,323,539,10784,80,100783,-1,2015
AZ,AZ0030,AE-BUCKEYE,BUCKEYE PUBLIC LIBRARY,06,1,00,00,00,-112.583529,33.372702,04,013,310 NORTH 6TH STREET,BUCKEYE,85326,2439,MARICOPA,6233496300,NO,CI,MO,CI1,N,07/01/2013,06/30/2014,58795,1,0,1,2,2,9.75,654717,0,1250,677496,408516,146561,555077,66492,6000,76203,707274,0,0,0,0,0,33859,5152,1008,812,666,0,28,34,3149,138906,5482,17706,146563,52096,7460,73,617,508,11109,21,19585,8423,2015
AZ,AZ0031,AE-CHANDLER,CHANDLER PUBLIC LIBRARY,06,1,00,00,00,-111.837484,33.302642,04,013,22 SOUTH DELAWARE STREET,CHANDLER,85225,6378,MARICOPA,4807822800,NO,CI,MO,CI2,N,07/01/2013,06/30/2014,249423,1,3,0,23,25,78.74,6156575,12252,49000,6451823,3449624,1485822,4935446,261085,250314,599111,6451823,198500,0,0,198500,0,353685,121787,28373,57859,22283,624,61,437,12174,1238699,345462,325951,2278514,951422,246896,95,69,5009,117887,258,192539,3397159,2015
AZ,AZ0033,AE-GLENDALE,GLENDALE PUBLIC LIBRARY,06,1,00,00,00,-112.1880515,33.5782731,04,013,5959 WEST BROWN STREET,GLENDALE,85302,1248,MARICOPA,6239303567,NO,CI,MO,CI1,N,07/01/2013,06/30/2014,232680,1,2,0,16.5,16.5,51.25,4205584,15268,29046,4361519,2338491,706337,3044828,427579,147517,756639,4272060,0,0,0,0,0,344730,120554,26356,57859,36155,624,40,609,5488,674076,137986,76751,1768537,806112,111876,3311,1811,1072,32840,153,227504,-1,2015
AZ,AZ0034,AE-MESA,CITY OF MESA MAIN LIBRARY,06,1,00,00,00,-111.8298459,33.4172757,04,013,64 EAST 1ST STREET,MESA,85201,6768,MARICOPA,4806443100,NO,CI,MO,CI1,N,07/01/2013,06/30/2014,455567,1,3,0,24,25,78.7,6036755,22596,20000,6426458,3206820,1841991,5048811,259624,257413,773097,6426459,160000,0,0,160000,150250,397962,121564,18357,58328,30937,624,43,301,12052,1169264,150023,143108,2831661,1003540,293261,2939,5220,1139,29258,139,249833,-1,2015
AZ,AZ0035,AE-PHOENIX,PHOENIX PUBLIC LIBRARY,06,2,00,00,00,-112.073724,33.463235,04,013,1221 NORTH CENTRAL AVENUE,PHOENIX,85004,1820,MARICOPA,6022626157,ME,CI,MO,CI1,N,07/01/2013,06/30/2014,1506439,1,16,0,67,70.7,381.93,31722726,424158,280602,33337757,14657717,6346418,21004135,2525091,857579,4764323,33954065,741088,0,0,741088,126134,1496224,127878,195818,64910,277081,639,64,2576,40813,4764018,1097607,824148,10175646,3141218,743502,6757,6332,8846,262916,945,1243392,1483040,2015
AZ,AZ0036,AE-SCOTTSDALE,SCOTTSDALE PUBLIC LIBRARY,06,2,00,00,00,-111.921656,33.492015,04,013,3839 NORTH DRINKWATER BOULEVARD,SCOTTSDALE,85251,4452,MARICOPA,4803127323,NO,CI,MO,CI1,N,07/01/2013,06/30/2014,225698,1,4,0,26,35,118.3,8639287,163173,64960,9064216,5372117,1763310,7135427,445757,255458,1033373,9102217,0,0,0,0,0,384247,121017,34392,61739,66638,624,37,523,15481,1343828,333106,185715,2953986,786876,293565,717,1641,4785,99508,252,353380,190567,2015
AZ,AZ0038,AE-TEMPE,TEMPE PUBLIC LIBRARY,06,1,00,00,00,-111.9263947,33.3902063,04,013,3500 SOUTH RURAL ROAD,TEMPE,85282,5405,MARICOPA,4803505550,NO,CI,SO,CI2,N,07/01/2013,06/30/2014,169529,1,0,0,13,13,35.5,3633252,8364,40100,3699116,1757191,764251,2521442,223333,190998,429020,3524165,30131,0,0,30131,30131,250257,2738,11476,5293,14012,0,38,159,2912,713589,32617,144745,799055,238335,59463,282,542,910,41838,136,169075,-1,2015
AZ,AZ0039,AE-TOLLESON,TOLLESON PUBLIC LIBRARY,06,2,00,00,00,-112.266133,33.45027,04,013,9555 WEST VAN BUREN STREET,TOLLESON,85353,2816,MARICOPA,6239367111,NO,CI,SO,CI2,N,07/01/2013,06/30/2014,6777,1,0,0,0,1,4,411048,0,0,414048,235099,90699,325798,14942,3188,24720,360643,25000,0,0,25000,11555,23184,39149,286,819,2599,0,28,40,2484,33112,1495,4557,36674,17485,194,0,0,336,4506,20,15380,992,2015
AZ,AZ0040,AE-WICKENBURG,WICKENBURG PUBLIC LIBRARY,06,2,00,00,00,-112.72983,33.970201,04,013,164 EAST APACHE STREET,WICKENBURG,85390,2457,MARICOPA,9286842665,NO,CI,SO,CI1,N,07/01/2013,06/30/2014,6602,1,0,0,0,0,1.5,236513,0,0,236513,,,,13210,0,15441,68075,215000,0,0,215000,188359,27150,0,1260,0,1773,0,34,34,722,2125,850,4912,12013,1009,0,0,0,12,1112,9,1832,-1,2015
AZ,AZ0042,AE-MOHAVE,MOHAVE COUNTY LIBRARY DISTRICT,06,1,00,00,00,-114.029158,35.2243675,04,015,3269 NORTH BURBANK STREET,KINGMAN,86409,M,MOHAVE,9286925763,NO,LD,MA,CO1,N,07/01/2013,06/30/2014,204000,0,10,2,8,10,79.35,5856087,25000,44087,6056681,1680942,812296,2493238,278435,120770,533082,5881892,0,0,0,0,68507,178748,3455,14667,1926,17170,0,34,553,17538,739713,52558,88412,835082,236169,29785,842,1551,1797,30920,219,168872,94599,2015
AZ,AZ0048,AE-WHITERIVER,WHITERIVER PUBLIC LIBRARY,06,2,00,00,00,-109.9639817,33.8370339,04,017,100 EAST WALNUT STREET,WHITERIVER,85941,M,NAVAJO,9283384884,ME,NL,MO,OTH,N,07/01/2013,06/30/2014,13049,1,2,0,0,.8,1.98,51538,0,20169,74257,,,,1800,0,2500,66562,0,0,0,0,0,30817,4172,1063,5421,3260,0,50,39,3249,30478,2387,4238,12882,3973,1459,380,175,3,25,28,6417,-1,2015
AZ,AZ0050,AE-PINAL,PINAL COUNTY LIBRARY DISTRICT,06,1,00,00,00,-111.388195,33.031373,04,021,92 WEST BUTTE AVENUE,FLORENCE,85132,M,PINAL,5208666457,HQ,CO,MA,CO1,N,07/01/2013,06/30/2014,396237,1,3,0,4,4,11,1717707,7070,0,1765576,500290,164260,664550,87492,180579,301488,1765577,0,0,0,0,0,33075,4423,2820,992,7733,0,41,43,9283,140978,9849,9611,100002,10087,6738,14244,8376,205,1780,51,23653,38400,2015
AZ,AZ0064,AE-PIMA,PIMA COUNTY PUBLIC LIBRARY,06,2,00,00,00,-110.971458,32.223309,04,019,101 NORTH STONE AVENUE,TUCSON,85701,1501,PIMA,5205945601,NO,CC,MO,CO2,N,07/01/2013,06/30/2014,1007162,1,26,1,104,104,375,28379838,84589,620985,30015927,14093994,4302891,18396885,3422500,1225000,5469055,33963558,0,0,0,0,0,968328,23888,94420,23771,130609,500,62,2842,73615,5880468,517104,405507,4392677,1152053,462968,2542,13817,16539,252316,667,3051857,-1,2015
AZ,AZ0065,AE-NOGALES,NOGALES/SANTA CRUZ COUNTY PUBLIC LIBRARY,06,1,00,00,00,-110.936135,31.340973,04,023,518 NORTH GRAND AVENUE,NOGALES,85621,2709,SANTA CRUZ,5202855717,NO,CC,MO,CO2,N,07/01/2013,06/30/2014,49544,1,3,0,1,1,7.5,503638,23000,9700,539333,249657,91804,341461,45704,11750,63303,479705,0,0,0,0,0,72105,534,2089,0,3047,0,28,56,6858,108273,2912,24814,172898,22601,375,554,1554,262,4851,38,27125,2780,2015
AZ,AZ0066,AE-PATAGONIA,PATAGONIA PUBLIC LIBRARY,06,2,00,00,00,-110.753917,31.538704,04,023,346 DUQUESNE AVENUE,PATAGONIA,85624,M,SANTA CRUZ,5203942010,NO,CI,SO,CI2,N,07/01/2013,06/30/2014,953,1,0,0,.8,.8,1.9,90791,0,3956,127802,,,,10609,1350,16639,127789,0,0,0,0,0,12456,0,1416,0,1374,0,29,54,1951,28284,1520,1084,22754,3352,0,0,278,101,3938,11,16840,18930,2015
AZ,AZ0067,AE-YAVAPAI,YAVAPAI COUNTY FREE LIBRARY DISTRICT,06,1,00,00,00,-112.430942,34.591204,04,025,1971 COMMERCE CENTER CIRCLE SUITE D,PRESCOTT,86301,7839,YAVAPAI,9287713191,HQ,CO,MA,CO1,N,07/01/2013,06/30/2014,213294,0,12,0,5,13.93,20.06,1869506,23000,46094,1947358,956257,272570,1228827,50818,42765,108538,2526285,11329,0,0,11329,11329,81912,5592,2998,3542,22235,0,32,60,17164,116443,14365,7977,208323,42429,4712,28119,32190,721,10207,89,39515,-1,2015
AZ,AZ0082,AE-YUMA,YUMA COUNTY LIBRARY DISTRICT,06,1,00,00,00,-114.645874,32.67405,04,027,2951 SOUTH 21ST DRIVE,YUMA,85364,7751,YUMA,9287821871,NO,CO,MO,CO1,N,07/01/2013,06/30/2014,209323,1,7,0,20,20,95.58,6021556,23000,30000,6528634,3133878,1208070,4341948,511471,626426,1344674,7967377,3339975,0,0,3339975,231320,328136,39836,36631,9241,26259,0,65,669,17411,930109,169629,98513,762759,241317,33766,1221,1308,4178,51295,419,247224,-1,2015
AZ,AZ0084,AE-DUNCAN,DUNCAN PUBLIC LIBRARY,06,1,00,00,00,-109.1766975,32.830324,04,011,122 NORTH HIGHWAY 75,DUNCAN,85534,M,GREENLEE,9283592094,NO,NP,SO,CI2,N,07/01/2013,06/30/2014,840,1,0,0,0,.63,.76,17594,5330,0,31330,,,,8424,0,9894,35652,0,0,0,0,0,14198,867,459,71,726,0,27,4,1494,7018,80,1129,15706,3645,5216,0,51,24,228,9,1686,215,2015
AZ,AZ0086,AE-FOOTHILLS,DESERT FOOTHILLS LIBRARY,06,1,00,00,00,-111.943274,33.834805,04,013,38443 NORTH SCHOOLHOUSE ROAD,CAVE CREEK,85331,M,MARICOPA,4804882286,NO,NP,SO,CI2,N,07/01/2013,06/30/2014,8807,1,0,0,1.5,1.5,7.5,59960,0,14743,739642,303891,33923,337814,40922,4000,64344,640847,0,0,0,0,3756,55327,1137,3326,72,10302,0,29,105,2764,75000,4500,7460,109256,12714,2543,12,79,991,17915,21,7650,7900,2015
AZ,AZ0088,AE-PEORIA,PEORIA PUBLIC LIBRARY SYSTEM,06,1,00,00,00,-112.2410356,33.5772657,04,013,8463 WEST MONROE STREET,PEORIA,85345,6560,MARICOPA,6237737557,NO,CI,MO,CI2,N,07/01/2013,06/30/2014,163839,1,1,0,9,12.5,35.69,4408178,8008,10452,4676939,1689239,663013,2352252,204844,42300,357121,4352919,0,0,0,0,0,180811,119910,13692,57859,26728,624,30,206,6636,641298,71409,118841,1481514,683383,97458,872,964,1326,49333,75,220004,220004,2015
AZ,AZ0092,AE-YOUNGTOWN,YOUNGTOWN PUBLIC LIBRARY,06,2,00,00,00,-112.3020287,33.603867,04,013,12035 NORTH CLUB HOUSE SQUARE,YOUNGTOWN,85363,1227,MARICOPA,6239743401,NO,CI,SO,CI2,N,07/01/2013,06/30/2014,6415,1,0,0,0,0,2,116630,0,0,116630,,,,1798,0,1798,98087,0,0,0,0,0,9372,0,75,0,2443,0,57,5,1872,12070,9360,355,13387,3874,0,0,0,2,687,6,2530,340,2015
AZ,AZ0100,AE-NAVOFC,OFFICE OF NAVAJO NATION LIBRARY,06,2,00,00,00,-109.054435,35.677893,04,001,HIGHWAY 264 POST OFFICE LOOP ROAD,WINDOW ROCK,86515,M,APACHE,9288717303,NO,NL,MO,OTH,N,07/01/2013,06/30/2014,101835,1,1,0,0,0,7,320800,0,0,320800,185786,81263,267049,945,0,5945,320800,0,0,0,0,0,87260,0,0,0,4424,0,41,79,4160,60260,38753,20102,9248,2644,0,4,2,27,179,18,8842,-1,2015
AZ,AZ0102,AE-GILA,GILA COUNTY LIBRARY DISTRICT,06,1,00,00,00,-110.7744528,33.3953893,04,007,1400 EAST ASH STREET,GLOBE,85501,1483,GILA,9284028770,HQ,CO,SO,CO2,N,07/01/2013,06/30/2014,54219,1,0,0,2,2,3.97,398200,135954,35505,582161,209680,60881,270561,7770,17870,25640,546868,0,0,0,3300,2126,2232,534,42,4009,56,0,35,6,2250,1059,1541,110,1452,6,1090,147,806,0,0,0,0,-1,2015
AZ,AZ0103,AE-COLRIVER,COLORADO RIVER INDIAN TRIBES LIBRARY/ARCHIVES,06,1,00,00,00,-114.4685018,33.84853,04,012,26600 MOHAVE ROAD,PARKER,85344,7737,LA PAZ,9286691332,NO,NL,SO,OTH,N,07/01/2013,06/30/2014,7527,1,0,0,0,1,4,334676,22845,7000,364521,162936,41837,204773,2200,510,2710,213583,0,0,0,0,9295,13000,0,158,0,648,0,27,20,2000,7500,2500,3781,9877,1400,0,0,0,78,2075,6,5914,-1,2015
AZ,AZ0104,AE-QUARTZ,QUARTZSITE PUBLIC LIBRARY,06,1,00,00,00,-114.2083763,33.6722411,04,012,465 NORTH PLYMOUTH AVENUE,QUARTZSITE,85346,M,LA PAZ,9289276593,NO,CI,SO,CI2,N,07/01/2013,06/30/2014,3801,1,0,0,0,0,3.4,173483,0,4100,177583,99700,7270,106970,7600,0,7600,122044,0,0,0,7700,3503,44984,33644,1054,803,4889,0,27,4,2340,40475,7775,6004,48877,1637,22969,40,0,212,3848,24,10684,240,2015
AZ,AZ0106,AE-PIMAPL,PIMA PUBLIC LIBRARY,06,1,00,00,00,-109.831567,32.895348,04,009,50 SOUTH 200 WEST,PIMA,85543,M,GRAHAM,9284852822,NO,CI,SO,CI2,N,07/01/2013,06/30/2014,2479,1,0,0,0,1,1.38,52000,2000,0,56128,,,,8831,0,9165,50608,0,0,0,0,1049,10264,0,197,0,986,0,28,3,1701,15109,1404,1753,19713,8619,0,61,61,294,5963,7,1551,-1,2015
AZ,AZ0107,AE-NAVAJO,NAVAJO COUNTY LIBRARY DISTRICT,06,2,00,00,00,-110.1584417,34.9038156,04,017,121 WEST BUFFALO STREET,HOLBROOK,86025,2804,NAVAJO,9285244745,ME,CO,MA,CO2,N,07/01/2013,06/30/2014,109185,1,4,0,1,1,4.23,490109,83000,79038,666905,187018,70485,257503,42915,22136,85489,575131,0,0,0,0,0,47867,0,9982,5421,9088,0,50,207,6139,20212,59725,2670,20368,5043,1459,1656,834,264,3752,39,4089,-1,2015
AZ,AZ0110,AE-BENSON,BENSON PUBLIC LIBRARY,06,2,00,00,00,-110.2966014,31.9658993,04,003,300 SOUTH HUACHUCA STREET,BENSON,85602,6650,COCHISE,5205869535,ME,CC,SO,CI2,N,07/01/2013,06/30/2014,5027,1,0,0,0,1,5,232271,0,0,232271,138066,34435,172501,10392,0,14450,213490,0,0,0,0,0,28822,299,2855,1715.92071611253,3042,0,27,43,2172,65842,7594,5796,79456,17122,2034,4,117,82,1549,17,16345,-1,2015
AZ,AZ0111,AE-COPPER,COPPER QUEEN LIBRARY,06,2,00,00,00,-109.9151632,31.4416258,04,003,6 MAIN STREET,BISBEE,85603,9901,COCHISE,5204324232,ME,CC,SO,CI2,N,07/01/2013,06/30/2014,5394,1,0,0,1,1,3,181154,0,0,181154,99264,31221,130485,9600,500,12100,181154,0,0,0,0,0,37867,299,1479,2940.75777202073,3823,0,28,112,1820,38904,5022,2482,47323,6606,1081,2929,3576,205,2734,14,10653,-1,2015
AZ,AZ0112,AE-DOUGLAS,DOUGLAS PUBLIC LIBRARY,06,2,00,00,00,-109.553315,31.344477,04,003,560 EAST 10TH STREET,DOUGLAS,85607,2010,COCHISE,5204177352,ME,CI,SO,CI2,N,07/01/2013,06/30/2014,16989,1,0,0,2.75,2.75,7.75,318677,0,46321,393025,156522,31401,187923,15679,0,17048,298191,0,0,0,0,0,48929,299,3348,0,6369,0,27,47,2322,82980,8969,16309,65220,17908,377,2886,2584,228,2950,30,31046,30000,2015
AZ,AZ0113,AE-HUACHUCA,HUACHUCA CITY PUBLIC LIBRARY,06,2,00,00,00,-110.335242,31.6313719,04,003,506 NORTH GONZALES BOULEVARD,HUACHUCA CITY,85616,9610,COCHISE,5204561063,ME,CI,SO,CI2,N,07/01/2013,06/30/2014,1810,1,0,0,0,1,2.89,87000,2000,7290,96421,77440,8324,85764,5000,0,5000,95764,0,0,0,0,0,19307,299,1411,0,938,0,33,0,2300,30314,297,1329,16825,6110,252,63,994,295,4890,17,9146,11907,2015
AZ,AZ0114,AE-SIERRA,SIERRA VISTA PUBLIC LIBRARY,06,2,00,00,00,-110.270783,31.56599,04,003,2600 EAST TACOMA STREET,SIERRA VISTA,85635,1352,COCHISE,5204584225,ME,CI,SO,CI2,N,07/01/2013,06/30/2014,44286,1,0,0,3,3,13.25,772786,0,0,865444,432501,130505,563006,69250,31791,141041,768542,0,0,0,0,69317,95643,299,8802,5473.60059479554,6331,0,36,235,2650,206371,16726,22024,340473,94000,12546,7543,11782,296,12752,26,41000,-1,2015
AZ,AZ0115,AE-TOMBSTONE,TOMBSTONE CITY LIBRARY,06,2,00,00,00,-110.054876,31.720816,04,003,CORNER OF 4TH AND TOUGHNUT STREET,TOMBSTONE,85638,M,COCHISE,5204573612,ME,CI,SO,CI2,N,07/01/2013,06/30/2014,1344,1,0,0,0,1,2,54425,0,0,55890,,,,1829,0,2373,33900,0,0,0,0,0,15125,299,655,0,2400,0,32,11,1996,10920,410,712,9404,3765,34,1560,1126,3,85,5,5027,910,2015
AZ,AZ0116,AE-ELSIE,ELSIE S. HOGAN COMMUNITY LIBRARY,06,2,00,00,00,-109.8336147,32.2532087,04,003,100 NORTH CURTIS AVENUE,WILLCOX,85643,2109,COCHISE,5207664250,ME,CI,SO,CI2,N,07/01/2013,06/30/2014,3674,1,0,0,0,1,4,224131,0,6100,230231,134548,42507,177055,10776,0,10925,222279,1852,0,0,1852,1852,28883,299,893,4540.40888888889,2513,0,31,29,2292,36815,3081,3918,29221,8164,413,2562,3362,165,1658,17,9061,3025,2015
AZ,AZ0117,AE-AJ,APACHE JUNCTION PUBLIC LIBRARY,06,1,00,00,00,-111.546099,33.4266828,04,021,1177 NORTH IDAHO ROAD,APACHE JUNCTION,85119,2822,PINAL,4804748570,ME,CI,MO,MA1,N,07/01/2013,06/30/2014,37639,1,0,1,4,4,24.25,1292945,215283,0,1508228,699009,232507,931516,35209,32550,103257,1493177,0,0,0,0,0,88427,124333,7559,58851,24101,624,41,254,5342,321252,40677,62257,528399,91612,62965,609,573,2605,22244,91,67127,12408,2015
AZ,AZ0118,AE-CASAGRANDE,CASA GRANDE PUBLIC LIBRARY,06,2,00,00,00,-111.7501024,32.8768519,04,021,449 NORTH DRYLAKE STREET,CASA GRANDE,85122,5237,PINAL,5204218710,ME,CI,MO,MA1,N,07/01/2013,06/30/2014,50821,1,1,1,6,6,18.59,1250000,0,0,1395629,700224,236390,936614,146481,22200,212862,1414027,1520877,0,0,1570877,1570877,85526,124333,6226,58851,9864,624,42,238,5580,326060,8807,42554,355224,115407,46887,16867,20659,474,13026,58,63729,6270,2015
AZ,AZ0119,AE-VENITO,VENITO GARCIA LIBRARY,06,2,00,00,00,-112.057802,32.090454,04,019,"MAIN STREET,TRIBAL BUILDING",SELLS,85634,M,PIMA,5203835756,NO,NL,SO,CI2,N,07/01/2013,06/30/2014,7174,1,0,0,1,1,2,0,0,0,0,,,,0,0,0,94286,0,0,0,0,4323,10937,0,0,0,0,0,27,13,2232,17055,308,1995,296,59,0,0,0,15,794,10,15101,-1,2015
AZ,AZ0122,AE-COCOPAH,COCOPAH TRIBAL LIBRARY,06,1,00,00,00,-114.7697867,32.5527924,04,027,14250 SOUTH AVENUE I,SOMERTON,85350,M,YUMA,9286278026,NO,NL,SO,OTH,N,07/01/2013,06/30/2014,1148,1,0,0,0,0,1,14040,0,6000,20040,,,,659,0,759,16791,0,0,0,0,0,6541,0,17,0,59,0,27,12,1760,325,10,150,61,40,0,0,0,12,389,1,45,-1,2015
AZ,AZ0123,AE-SALTRIVER,SALT RIVER TRIBAL LIBRARY,06,4,00,00,00,-111.8654995,33.4687484,04,013,1880 NORTH LONGMORE ROAD,SCOTTSDALE,85256,M,MARICOPA,4803622557,NO,NL,SO,OTH,N,07/01/2013,06/30/2014,6475,1,0,0,.22,1.19,2.49,147784,0,0,154229,75074,22213,97287,11646,1769,15822,142093,0,0,0,0,11040,14000,56,300,206.593406593407,1337,22,46,27,2080,10400,4808,1800,1538,445,-1,197,209,92,2139,14,4255,-1,2015
AZ,AZ0124,AE-GLOBE,GLOBE PUBLIC LIBRARY,06,1,00,00,00,-110.7856669,33.3937226,04,007,339 SOUTH BROAD STREET,GLOBE,85501,2607,GILA,9284256111,ME,CI,SO,CI2,N,07/01/2013,06/30/2014,7525,1,0,0,0,1,4.54,230200,0,21127,260834,111078,25610,136688,12300,0,14300,172278,0,0,0,0,0,18952,0,190,0,1547,0,31,15,1104,47805,2064,7484,36079,8486,0,120,554,264,1066,10,11083,-1,2015
