est_number,company,street,city,st,zip,phone,grant_date,activities,dbas
M8337+P8337,Catalina Finer Meat Corp.,4709 N. Lauber Way,Tampa,FL,33614,(813) 876-3910,2012-03-12,"Meat Processing, Poultry Processing",
M1809+P1809+I1809,Catelli Brothers Inc.,50 Ferry Avenue,Collingswood,NJ,8103,(609) 869-9293,2012-04-05,"Meat Processing, Poultry Processing",
M13444+P13444,Cathay Foods Co.,207 Nagle Street,Houston,TX,77003,(713) 222-0402,2004-07-20,"Meat Processing, Poultry Processing",
M21854+P21854,Cattaneo BBQ Service,6255 Edna Road,San Luis Obispo,CA,93401,(805) 541-6447,2002-03-11,Meat Processing,Ray's Own Brand
M2853+P2853,"Cattaneo Bros, Inc.",769 Caudill Street,San Luis Obispo,CA,93401,(805) 543-7188,2009-02-04,Meat Processing,
M45953+P45953,Cauldron Soups LLC,4201 Meridian St. Suite 105,Bellingham,WA,98226,(206) 551-2598,2016-09-15,"Meat Processing, Poultry Processing",Cauldron Broths
M45458,Caver Meats,10647 Kelsey Road West,Clyde,NY,14433,(315) 923-2040,2016-02-02,"Meat Processing, Meat Slaughter",
M675,"Caviness Beef Packers, Ltd.",3255 U.S. Highway 60 PO Box 790,Hereford,TX,79045,(806) 357-2339,2005-07-15,"Meat Processing, Meat Slaughter",Caviness Packing Company
M7282,"Caviness Beef Packers, Ltd.",4206 Amarillo Blvd. East,Amarillo,TX,79107,(806) 372-5781,2002-06-05,Meat Processing,Palo Duro Meat Processing
M39932+P39932,CB Foods Inc.,10026 Giovane Street,El Monte,CA,91733,(626) 487-3682,2010-12-22,"Meat Processing, Poultry Processing",
M45676+P45676,CC Kitchens LLC,3465 Hauck Road,Cincinnati,OH,45241,(859) 578-3100,2016-10-03,"Meat Processing, Poultry Processing",
M44797+P44797+V44797,"ccb Packaging, Inc.",1905 North Center Rd,Hiawatha,IA,52233,(319) 378-0114,2014-08-18,"Identification - Meat, Identification - Poultry",
M3254+P3254+V3254,Cedar Valley Services,2111 NW 4th St.,Austin,MN,55912,(507) 433-2303,1997-05-01,"Identification - Meat, Identification - Poultry",
V31534,"Cedar Valley Services, Inc.",2205 Meyers Road,Albert Lea,MN,56007,(507) 377-9862,2003-07-08,"Identification - Meat, Identification - Poultry",
M31673A+P31673,"Cedarlane Natural Foods, Inc.",1864 E. 22nd St.,Los Angeles,CA,90058,(310) 886-7720,2005-05-12,"Meat Processing, Poultry Processing",
M44058+P44058,"Cedarlane Natural Foods, Inc.",1135 E. Artesia Boulevard,Carson,CA,90746,(310) 886-7720,2012-09-13,"Meat Processing, Poultry Processing",
M45800+P45800,"Cedarlane Natural Foods, Inc.",717 E. Artesia Blvd.,Carson,CA,90746,(310) 886-7720,,"Meat Processing, Poultry Processing",
M51201+P51201,"Cedarlane Natural Foods, Inc.",1123 E. Walnut Street,Carson,CA,90746,(310) 886-7720,2016-01-06,"Meat Processing, Poultry Processing",Frankly Fresh
M34585+P34585,Cedrick Inc.,"9215 51st Ave., #16",College Park,MD,20740,(301) 437-1329,2008-02-08,"Meat Processing, Poultry Processing",Aramide Foods; Jumoke Foods; Kolade Foods; Korede Foods
I116,Celebrity Foods Division of Atalanta Corporation,1 Atalanta Plaza,Elizabeth,NJ,7206,(908) 351-8000,2006-02-14,Imported Product,
M45446,Center Cut Meats LLC,11646 Barthel Industrial Drive,Albertville,MN,55301,(763) 497-1660,2015-07-31,Meat Processing,
M46300,Center for Advancement of Meat Production and Processing,19087 South Frontage Road,Iowa,LA,70647,(337) 588-5008,2013-07-18,"Meat Processing, Meat Slaughter",
G31538,Center Fresh Egg Farm L.L.P.,4135 Garfield Ave.,Sioux Center,IA,51250,(712) 722-4265,2005-08-02,Egg Product,
P45668,Center of Innovation,1 Douglas Street,Rome,GA,30161,(706) 291-6528,2015-07-28,Poultry Processing,
M33843+P33843,Center Road Enterprises,139 Center Road,Eagle Bridge,NY,12057,(518) 677-2702,2009-11-25,"Meat Processing, Meat Slaughter",Eagle Bridge Custom Meat & Smokehouse
V45384,Central Cold Storage,13526 Blackie Road,Castroville,CA,95012,(831) 761-8574,2015-02-27,"Certification - Export, Identification - Meat, Identification - Poultry",
M686,"Central Falls Provisions Co., Inc.",847 High St,Central Falls,RI,2863,(401) 725-7020,2011-02-21,Meat Processing,
M20446+P20446+V20446,"Central Illinois Poultry Processing, LLC",119 North County Rd. 000E,Arthur,IL,61911,(217) 543-2937,2013-12-27,"Identification - Meat, Identification - Poultry, Poultry Processing, Poultry Slaughter, Voluntary Slaughter - Poultry, Voluntary Slaughter - Rabbit",
M27257+P27257,"Central KY Custom Meats, Inc.",6256 KY 1859,Liberty,KY,42539,(606) 787-4851,2009-08-07,"Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter",
M45564,Central Maine Meats,563 Brunswick Avenue,Gardiner,ME,4345,(207) 485-7396,2016-03-22,Meat Processing,
M45564A,"Central Maine Meats, LLC",55 Industrial Drive,Gardiner,ME,4345,(207) 588-5305,2016-09-13,"Meat Processing, Meat Slaughter",
M7631+P7631+V7631,Central Meat & Provisions,13564 Central Ave.,Chino,CA,91710,(909) 627-1997,1988-07-19,"Certification - Export, Identification - Meat, Meat Processing, Poultry Processing",Central Meat Provisions
M6149+P6149+V6149,Central Meat and Provision Co,1603 National Ave,San Diego,CA,92113,(619) 239-1391,2014-02-20,"Certification - Export, Meat Processing, Poultry Processing",
M8496,Central Meat Packing,1120 Kempsville Road,Chesapeake,VA,23320,(757) 547-2161,1998-08-27,"Meat Processing, Meat Slaughter",
M20672+P20672,"Central Meat Processors, Inc.",Municipal Road #1 Bo. Montellano KM 56.2,Cayey,PR,736,(787) 738-4261,2011-05-20,"Meat Processing, Poultry Processing",America's Fresh Foods Inc.
M45928+P45928,Central Missouri Meat & Sausage,5009 Pendergras Road,Fulton,MO,65251,(573) 592-4886,2016-08-03,"Meat Processing, Meat Slaughter, Poultry Processing",
M27493+P27493+V27493,Central Oregon Butcher Boys,2525 NW Ritches Lane,Prineville,OR,97754,(541) 447-0334,2003-09-02,"Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter, Voluntary Processing - Meat, Voluntary Slaughter - Meat",Oregon Canard Farms
M9168,"Central Snacks, Inc.",1700 North Pearl Street,Carthage,MS,39051,(601) 267-3112,2004-11-29,Meat Processing,Dixon Skins; Killingsworth Country Pork Skins; Porkins
M17354+P17354+V17354,Central Storage & Warehouse Co,4309 Cottage Grove Road,Madison,WI,53716,(608) 221-7600,2009-02-20,"Certification - Export, Identification - Meat, Identification - Poultry, Off-Premise Freezing - Meat, Off-Premise Freezing - Poultry",
V44199,Central Storage & Warehouse Co.,7800 95th St.,Pleasant Prairie,WI,53158,(262) 947-7800,2011-08-29,"Certification - Export, Identification - Meat, Identification - Poultry",
V3860,"Central Storage and Warehouse Co., Inc.",2650 Fortune Drive,Eau Claire,WI,54703,(715) 874-2951,2009-03-03,"Certification - Export, Certification - Trichinae, Identification - Meat, Identification - Poultry, Off-Premise Freezing - Meat, Off-Premise Freezing - Poultry",
M6063A,"Central Valley Meat Co., Inc.",10431 8 3/4 Ave.,Hanford,CA,93230,(559) 583-9624,2002-06-20,"Meat Processing, Meat Slaughter",
G900,Centrum Valley Farms L.L.P.,2865 310th St.,Dows,IA,50071,(515) 852-3217,2015-07-09,Egg Product,
M8536+P8536,"Century Frozen Foods, LLC",Marginal Baldorioty de Castro Lot #4 Sabana Abajo Industrial Park,Carolina,PR,984,(787) 876-9191,2015-08-19,"Meat Processing, Poultry Processing",Productos Kikuet
M45455+P45455,Century Harvest Farms,7085 Morgonton Road,Greenback,TN,37742,(865) 724-1203,2014-10-09,"Meat Processing, Poultry Processing",
M40256+P40256,Century Oak Packing Company,9970 Lonely Lane NE,Mount Angel ,OR,97362,(503) 845-4180,2011-01-25,"Meat Processing, Poultry Processing",Kloft; Lonely Lane Farm
M6707+P7375,Century Packing Corp.,"Las Piedras Sur Industrial Park Montones Ward #9938 Road, St. A Lot #2",Las Piedras,PR,771,(787) 716-2555,2014-06-18,"Meat Processing, Poultry Processing",Carmela Sausages; Salchichas Carmela
P21601,"Cepas, Inc",1415 Universal Rd.,Columbus,OH,43207,(614) 267-7819,2016-09-26,Poultry Processing,Vitale Poultry
M31932+P31932,Certified Meat Products,4586 E. Commerce,Fresno,CA,93725,(559) 256-1433,2010-11-06,"Meat Processing, Poultry Processing",
V21053,Cervantes Distributor Inc.,350 Robinson Street,Calexico,CA,92231,(760) 357-1614,2007-03-21,"Certification - Export, Food Inspection, Identification - Meat, Identification - Poultry",
M5073+P5073,Cesina Sausage Co.,1332 Kennedy Boulevard,Aliquippa,PA,15001,(724) 375-2450,2004-11-23,"Meat Processing, Poultry Processing",
M18035+P18035,Chair City Meats Inc.,281 Pleasant Street,Gardner,MA,1440,(978) 632-8466,2013-12-10,Meat Processing,
M7916+P7916,Chairman's Foods LLC,1725 Elm Hill Pike,Nashville,TN,37210,(615) 231-4315,2008-11-04,"Meat Processing, Poultry Processing",
M9200+P9200+V9200,Chalet Market Inc.,6410 Jackrabbit Lane,Belgrade,MT,59714,(406) 388-4687,1996-05-24,"Meat Processing, Poultry Processing, Voluntary Processing - Meat, Voluntary Processing - Poultry",
M19658+P19658+V19658,Chambersburg Cold Storage Inc.,1480 Nitterhouse Drive,Chambersburg,PA,17201,(717) 261-1288,1996-10-28,"Identification - Meat, Identification - Poultry, Off-Premise Freezing - Meat, Off-Premise Freezing - Poultry",
M17751+P17751,Chamblee Meats & Supplies,5634-A New Peachtree Road,Chamblee,GA,30341,(770) 936-9333,2012-05-25,"Meat Processing, Poultry Processing",
M21436+P21436,Champ Meatball Company Inc.,12403 Slauson Ave. #D,Whittier,CA,90606,(562) 693-7836,2015-08-17,"Meat Processing, Poultry Processing",
M40381+P40381+V40381,Champion Foods LLC,23900 Bell Road,New Boston,MI,48164,(734) 753-3663,2012-09-26,"Animal Foods Inspection, Certification - Export, Meat Processing",
M21393+P21393,Champion Gourmet Products,260 Clary Ave,San Gabriel,CA,91776,(626) 285-9851,2003-01-21,"Meat Processing, Poultry Processing",
M15707+P15707,Champion Pizza,9910 N. Main Street,Hebron,IL,60034,(815) 648-2725,2015-09-25,"Meat Processing, Poultry Processing",
M8547+V8547,Champlain Beef Company Inc,9679 State Route 4,Whitehall,NY,12887,(518) 499-1895,2008-07-24,"Meat Processing, Meat Slaughter, Voluntary Processing - Meat, Voluntary Slaughter - Meat",
M2615+P2615,"Chandler Foods, Inc.",2727 Immanuel Road,Greensboro,NC,27407,(336) 299-1934,2008-05-23,"Meat Processing, Poultry Processing",
M31350+P31788,Chang Tuh,1965 Claxter Road NE,Salem,OR,97303,(503) 393-3401,2012-07-12,"Meat Processing, Poultry Processing",
M13400,Chapa's Fried Pork Skins,720 W. Chapin,Edinburg,TX,78541,(800) 758-2092,2013-06-17,Meat Processing,
M21614+P21614,Chaparro's Tamales,325 W 1300 N,Sunset ,UT,84015,(801) 525-1111,2003-05-05,"Meat Processing, Poultry Processing",
M13551+P13551,Chappell Hill Sausage Company,4255 Sausage Lane,Chappell Hill,TX,77426,(979) 836-5830,2006-06-29,"Meat Processing, Poultry Processing",
M20770+P20770,"Charles Austin Holdings, LLC",1801 South Canal St.,Chicago,IL,60616,(312) 978-4666,2016-10-24,"Meat Processing, Poultry Processing",
M1384+P1384,Charles Ritter Inc,3333 South 3rd Street,Philadelphia,PA,19148,(215) 320-5000,2008-11-04,"Meat Processing, Poultry Processing",
M18263+P18263,Charley & Son's,1591 Murphy Ave.,Atlanta,GA,30310,(404) 366-4442,2014-12-18,"Meat Processing, Poultry Processing",Kashawa
M17596+P17596,Charlie's Meat Market,4790 Summer Avenue,Memphis,TN,38122,(901) 682-6618,1995-03-16,"Meat Processing, Poultry Processing",
M38458+P38458,Charlie's Produce,9401 King Street,Anchorage,AK,99515,(907) 258-1412,2009-08-13,Meat Processing,
M19697+P19697+V19697,"Chaudhry Meat Company, Inc.",380 Stock Yard Road,Siler City,NC,27344,(919) 742-9292,2012-06-12,"Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter, Voluntary Processing - Exotic, Voluntary Processing - Meat, Voluntary Processing - Poultry, Voluntary Processing - Rabbit, Voluntary Slaughter - Exotic, Voluntary Slaughter - Meat, Voluntary Slaughter - Poultry, Voluntary Slaughter - Rabbit",Chaudhry Halal Meats; Chaudhry Zabihah Meats
M38548+P38548,Che Pibe Gourmet Products,1001-B E. 28th St.,Hialeah,FL,33013,(954) 608-6360,2014-08-07,"Meat Processing, Poultry Processing",
M33885+P31851,Chee Foo International Inc,4545 N 43rd Ave,Phoenix,AZ,85031,(623) 939-8889,2005-11-03,Poultry Processing,Chi Hing Food Service Inc
M21551+P21551,Cheese Pleasers Inc.,5364 Glennville Road,Bancroft,WI,54921,(715) 335-6750,2011-04-22,"Meat Processing, Poultry Processing",
M38465+P38465,Chef Charles Catering Company,605 Phillips Davis Drive Suite 2,Charlotte,NC,28217,(704) 423-8300,2009-01-16,"Meat Processing, Poultry Processing",Hornet Food Group
M45884+P45884,Chef Creations LLC,301 Cash Memorial Blvd.,Forest Park,GA,30297,(404) 403-6060,2016-10-13,"Meat Processing, Poultry Processing",State Processors LLC
M13487A+P13487A,Chef John Folse and Company,45270 Chef John Folse Blvd.,Donaldsonville,LA,70346,(225) 473-0100,2007-07-24,"Meat Processing, Poultry Processing",
M34290+P34290+V34290,Chef Minute Meals Inc,881 Mountain View Drive,Piney Flats,TN,37686,(423) 926-0092,2012-08-27,"Identification - Meat, Identification - Poultry, Meat Processing",
M21424A+P21424A,Chef One Corporation,7 Bushwick Place,Brooklyn,NY,11206,(718) 386-6868,2006-08-08,"Meat Processing, Poultry Processing",
M21424+P21424,Chef One Corporation,88B Harrison Place,BROOKLYN,NY,11237,(718) 744-6826,2013-07-18,"Meat Processing, Poultry Processing",
M5107+P5107,Chef's Choice Cash & Carry Food Distribution Inc,1051 Utica Avenue,Brooklyn,NY,11203,(718) 342-7800,2015-02-19,"Meat Processing, Poultry Processing",
M4395,"Chef's Delight Packing Co, Inc",94 N. 8th Street,Brooklyn,NY,11211,(718) 388-8581,1993-04-05,Meat Processing,
M5792+P5792,"Chef's Requested Foods, Inc.",2600 Exchange Avenue,Oklahoma City,OK,73108,(405) 239-2610,2007-03-22,"Meat Processing, Poultry Processing",
M45415+P45415,Chefs Commissary,6929 Narcoossee Rd. Unit 509,Orlando,FL,32822,(321) 972-4511,2015-01-21,"Meat Processing, Poultry Processing",
M19822+P19822,Chelsea Food Services,27280 East 75th Ave.,Denver,CO,80249,(303) 348-6500,2015-01-09,"Meat Processing, Poultry Processing",Chelsea Food Services
V39926,Cheney Bros. Inc.,1 Cheney Way,Riviera Beach,FL,33404,(561) 845-4718,2011-10-18,"Certification - Export, Certification - Trichinae, Identification - Meat, Identification - Poultry",
M17521+P17521,"Cheney OFS, Inc.",3875 Bengert St.,Orlando,FL,32808,(407) 292-3223,2012-08-29,"Meat Processing, Poultry Processing",Bari Beef International; Orlando Food Service
M20855,"Chenoa Locker, Inc.",North Veto St. P.O. Box 31,Chenoa,IL,61726,(815) 945-7323,2001-08-09,"Meat Processing, Meat Slaughter",
M2420+P2420,Cher-Make Sausage Company,2915 Calumet Ave,Manitowoc,WI,54220,(920) 683-5980,2004-02-17,"Meat Processing, Poultry Processing",Smoky Valley
M18237+P18237,"Cheraw Packing Plant, Inc.",578 US Hwy 1 South,Cheraw,SC,29520,(843) 537-7426,2002-03-29,"Meat Processing, Poultry Processing",
M40106,Cherry Meat Company,2830 Ezell Road,Chapel Hill,TN,37034,(615) 476-1149,2012-12-18,"Meat Processing, Meat Slaughter",
M24+P18217,"Cherry Meat Packers, Inc.",4750 S. California Ave.,Chicago,IL,60632,(773) 927-1200,1998-02-24,"Meat Processing, Poultry Processing",Chicago Meat House; Southside Meat Company
M45189+P45189,Chez Dalida,1060 Trowbridge Road,East Lansing,MI,48823,(577) 351-7892,2014-08-25,"Meat Processing, Poultry Processing",Trowbridge Pizza and Pasta
M9966+P9966,Chia Hsiung Corp.,348 Myrtle Avenue,Brooklyn,NY,11205,(718) 643-9814,2013-03-12,"Meat Processing, Poultry Processing",
M19170+P19170+V19170,Chicago Cold Storage,3534 South Kostner Ave.,Chicago,IL,60632,(773) 843-3200,2001-11-20,"Certification - Export, Identification - Meat, Identification - Poultry",
M1957A+P1957A,Chicago Meat Authority,1100 W. 48th Street,Chicago,IL,60609,(773) 254-3811,1990-02-05,"Meat Processing, Poultry Processing",
M1957+P2057,Chicago Meat Authority,1120 W. 47th Place,Chicago,IL,60609,(312) 254-3811,1990-02-05,"Meat Processing, Poultry Processing",
M48174,Chicago Seafood & Restaurant Supply Inc.,4433 W 42nd Place,Chicago,IL,60632,(773) 254-4700,2016-07-07,Meat Processing,
M40351,Chicharon Poblano LLC,14-16 Hobart Street,Passaic,NJ,7055,(973) 930-1021,2011-03-29,Meat Processing,
M31638+P31638,Chicharrones J&J,1301 E. Chestnut Avenue Suite A,Santa Ana,CA,92701,(714) 543-1310,2006-08-24,Meat Processing,
M8347,Chicharrones Pacheco,calle D-305 urb Industrial Minillas,Bayamon,PR,959,(787) 780-1459,1977-01-14,Meat Processing,
P44817,"Chick-A-Ray Poultry & Egg Co., Inc.",24877 Thompson Rd.,Albemarle,NC,28001,(704) 986-6548,2012-02-07,Poultry Processing,
M44149+P44149,"Chickasha Meat Company, LLC",2401 County Street 2860,Chickasha,OK,73018,(405) 224-1900,2012-02-03,"Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter",
M6363,Chicopee Provision Company Inc.,19 Sitarz Ave,Chicopee,MA,1013,(413) 594-4765,2016-03-04,Meat Processing,
M17741,Chieffo's Frozen Foods,406 S. Main St,Niles,OH,44446,(330) 652-1222,2005-06-06,Meat Processing,
V44064,"Chihade International, Inc.",1025 Raco Court Suite D,Lawrenceville,GA,30046,(404) 312-3421,2013-01-22,"Certification - Export, Identification - Meat, Identification - Poultry",
M9221+P9221,Childers Meat Company,29476 Airport Road,Eugene,OR,97402,(541) 689-8365,1995-11-02,"Meat Processing, Poultry Processing",
M2975+P2975,Chillicothe Meats LLC,412 Madison St.,Chillcothe,MO,64601,(660) 646-0951,2012-08-19,"Meat Processing, Meat Slaughter",
M4723,"Chinamerica Food Manufacture, Inc.",81 A Tyler St,Boston,MA,2111,(617) 426-1818,2006-12-05,Meat Processing,Rising Sun
M8544+P8544,Chinese Spaghetti Factory,83 Newmarket Square,Boston,MA,2118,(617) 445-7714,2000-06-12,"Meat Processing, Poultry Processing",
G45702,Chino Valley Ranchers,331 W. Citris Street,Colton,CA,92324,(909) 264-2200,2015-10-01,Egg Product,Chino Valley Ranchers; Pierce Egg Company
M8957+P8957,Chip Steak & Provision,232 Dewey St.,Mankato,MN,56001,(507) 388-6277,2012-03-07,"Meat Processing, Poultry Processing",Elite Steaks & Chops; Meats & More
M9101+P9101,Chirpy's Barbecue,236 Chirpy Road,Bennett,NC,27208,(336) 581-3339,2015-08-28,"Meat Processing, Poultry Processing",Chirpy's Barbecue
M34590+P34590,Chisesi Brothers Meat Packing Company,5221 Jefferson Hwy,New Orleans,LA,70123,(504) 822-3550,2008-04-01,"Meat Processing, Poultry Processing",
M45217+P45217,Choice Canning Company Inc.,1075 Oak Street,PIttston,PA,18640,(732) 661-6400,2015-02-06,"Meat Processing, Poultry Processing",Choice Canning Company/Tastee Choice
M5869+P5869,Choice Food Products Inc.,1822 W. Hedges,Fresno,CA,93728,(559) 266-1674,2016-06-03,"Meat Processing, Poultry Processing",
M45147+P45147,Choice Products USA,3421 Truax Ct.,Eau Claire,WI,54703,(715) 833-8761,2013-07-22,"Meat Processing, Poultry Processing",
M13199+P13199,Chorizo de San Manuel Inc.,36080 North Highway 281,Edinburg,TX,78542,(956) 383-8751,2011-08-18,"Meat Processing, Poultry Processing",Valley Institutional Foods Co. (VIFCO)
M40033+P40033,"Chorizo Janitzio, Inc.",3600 Pegasus Road Suite 14,Bakersfield,CA,93308,(661) 586-2735,2012-04-17,"Meat Processing, Poultry Processing",
M34758,Chorizo Selecto,439 Washington Square,Holland,MI,49423,(616) 405-7729,2008-10-08,Meat Processing,
M4782+P4782,Chow Bros. Whsle Meats Co Inc,5600 First Avenue-Bldg A,Brooklyn,NY,11220,(718) 858-8212,2003-01-22,"Meat Processing, Poultry Processing",
M19596+P19596,Christian Aid Ministries,2412 Division Hwy,Ephrata,PA,17522,(717) 354-2434,2012-02-02,"Meat Processing, Poultry Processing",
V19596A,Christian Aid Ministries,2412 Division Hwy,Ephrata ,PA,17522,(717) 354-2434,2007-09-13,Certification - Export,
M13218+P13218,Chungs Products LP,3907 Dennis Street,Houston,TX,77004,(713) 741-2118,2011-10-24,"Meat Processing, Poultry Processing",Chung's Gourmet Foods
