NAME,STUSAB,SUMLEV,REGION,DIVISION,STATE,COUNTY,AREALAND,AREAWATR,POP100,HU100,INTPTLAT,INTPTLON,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010047,P0010063,P0010070,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,P0020012,P0020028,P0020049,P0020065,P0020072,P0030001,P0030002,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0030009,P0030010,P0030026,P0030047,P0030063,P0030070,P0040001,P0040002,P0040003,P0040004,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,P0040011,P0040012,P0040028,P0040049,P0040065,P0040072,H0010001,H0010002,H0010003
Bonneville County,ID,050,4,8,16,019,4833116989,89506629,104234,39731,+43.3951708,-111.6218783,104234,102062,94411,585,790,856,86,5334,2172,2076,334,706,404,87,439,11,9,1,9,7,9,23,7,26,4,95,1,0,0,104234,11912,92322,90953,88873,533,554,841,81,71,1369,1297,71,1,0,0,71440,70546,65692,357,524,665,62,3246,894,851,42,1,0,0,71440,6662,64778,64197,62723,327,387,656,57,47,581,547,33,1,0,0,39731,36629,3102
Boundary County,ID,050,4,8,16,021,3285556291,24081041,10972,5175,+48.7730651,-116.5246194,10972,10742,10398,29,189,62,6,58,230,214,32,118,35,11,12,0,1,1,0,0,0,0,0,4,0,15,1,0,0,10972,402,10570,10374,10110,29,167,56,6,6,196,183,13,0,0,0,8160,8026,7803,13,123,47,3,37,134,122,11,1,0,0,8160,241,7919,7806,7636,13,109,42,3,3,113,103,10,0,0,0,5175,4421,754
Butte County,ID,050,4,8,16,023,5779990424,5257716,2891,1354,+43.6850995,-113.1776271,2891,2849,2761,6,13,5,5,59,42,42,1,28,4,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2891,119,2772,2739,2713,5,11,5,5,0,33,33,0,0,0,0,2076,2049,1990,3,9,4,5,38,27,27,0,0,0,0,2076,75,2001,1980,1962,2,7,4,5,0,21,21,0,0,0,0,1354,1129,225
Camas County,ID,050,4,8,16,025,2782925142,11535370,1117,831,+43.4633958,-114.8044265,1117,1081,1051,3,6,1,0,20,36,35,0,20,1,3,10,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1117,75,1042,1017,1008,2,6,1,0,0,25,24,1,0,0,0,877,861,845,2,4,1,0,9,16,15,1,0,0,0,877,45,832,821,815,1,4,1,0,0,11,10,1,0,0,0,831,487,344
Canyon County,ID,050,4,8,16,027,1521281478,41900334,188923,69409,+43.6230509,-116.7085267,188923,183245,156750,1077,2028,1519,402,21469,5678,5352,554,1553,999,195,1635,24,10,3,62,58,7,80,52,73,47,313,9,3,1,188923,45069,143854,140642,136553,877,1229,1402,369,212,3212,2992,210,8,2,0,129431,126734,110695,621,1395,1192,274,12557,2697,2567,121,5,3,1,129431,25346,104085,102468,99515,529,938,1124,253,109,1617,1521,90,4,2,0,69409,63604,5805
Caribou County,ID,050,4,8,16,029,4569116224,89170677,6963,3226,+42.7862726,-111.5441715,6963,6857,6637,4,23,15,15,163,106,98,2,46,9,12,12,5,0,0,0,0,0,0,5,7,0,8,0,0,0,6963,336,6627,6537,6481,4,19,14,15,4,90,82,8,0,0,0,4947,4880,4726,2,20,11,8,113,67,64,3,0,0,0,4947,213,4734,4680,4640,2,17,11,8,2,54,51,3,0,0,0,3226,2606,620
Cassia County,ID,050,4,8,16,031,6643528786,39370982,22952,8372,+42.2886346,-113.6054984,22952,22413,18781,64,178,108,16,3266,539,512,29,117,72,22,224,4,0,0,9,1,0,12,0,11,11,27,0,0,0,22952,5724,17228,17023,16742,38,106,104,15,18,205,195,10,0,0,0,15365,15115,12868,32,119,91,6,1999,250,244,6,0,0,0,15365,3311,12054,11952,11743,21,78,89,6,15,102,99,3,0,0,0,8372,7666,706
Clark County,ID,050,4,8,16,033,4569218695,2476848,982,531,+44.2862512,-112.3611202,982,967,711,7,10,5,0,234,15,15,6,3,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,982,398,584,573,558,2,6,5,0,2,11,11,0,0,0,0,674,668,509,6,9,3,0,141,6,6,0,0,0,0,674,242,432,429,417,1,6,3,0,2,3,3,0,0,0,0,531,345,186
Clearwater County,ID,050,4,8,16,035,6364309391,79544779,8761,4453,+46.6725700,-115.6535003,8761,8580,8225,18,194,61,9,73,181,172,11,124,18,0,16,1,1,0,0,0,0,0,1,0,0,7,2,0,0,8761,268,8493,8338,8063,16,184,61,9,5,155,152,2,1,0,0,7205,7098,6847,15,141,41,4,50,107,103,3,1,0,0,7205,172,7033,6936,6736,14,137,41,4,4,97,94,2,1,0,0,4453,3660,793
Custer County,ID,050,4,8,16,037,12745176171,42386557,4368,3103,+44.2733408,-114.2522508,4368,4324,4209,8,27,10,4,66,44,43,6,28,5,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,4368,176,4192,4153,4108,5,26,10,4,0,39,38,1,0,0,0,3510,3474,3388,5,24,6,2,49,36,35,1,0,0,0,3510,119,3391,3360,3325,3,24,6,2,0,31,30,1,0,0,0,3103,1936,1167
Elmore County,ID,050,4,8,16,039,7963533304,67384705,27038,12162,+43.3948263,-115.4707508,27038,25919,22213,733,270,768,105,1830,1119,995,155,270,263,15,171,18,23,1,21,5,2,6,27,15,3,110,7,7,0,27038,4118,22920,22126,20305,696,224,748,101,52,794,719,67,6,2,0,19363,18844,16285,543,206,637,71,1102,519,473,42,1,3,0,19363,2358,17005,16605,15185,519,178,625,69,29,400,367,31,1,1,0,12162,10140,2022
Franklin County,ID,050,4,8,16,041,1718831658,12169099,12786,4528,+42.1735886,-111.8229553,12786,12586,12064,28,53,15,7,419,200,190,11,85,19,10,61,1,0,0,0,0,0,1,1,1,0,10,0,0,0,12786,838,11948,11827,11743,28,33,15,7,1,121,121,0,0,0,0,8288,8201,7892,12,31,12,1,253,87,81,6,0,0,0,8288,474,7814,7764,7719,12,20,12,1,0,50,50,0,0,0,0,4528,4079,449
Fremont County,ID,050,4,8,16,043,4826508353,83291796,13242,8531,+44.2180909,-111.4844290,13242,13043,11855,46,93,29,13,1007,199,175,18,64,22,9,50,1,0,0,1,1,0,1,0,2,6,23,1,0,0,13242,1694,11548,11430,11273,24,86,27,11,9,118,108,10,0,0,0,9088,8981,8308,22,67,20,7,557,107,95,12,0,0,0,9088,929,8159,8091,7990,10,62,20,5,4,68,62,6,0,0,0,8531,4436,4095
Gem County,ID,050,4,8,16,045,1452724628,12445495,16719,7099,+44.0614727,-116.3987839,16719,16346,15616,20,94,84,13,519,373,354,35,177,70,14,47,4,0,0,0,1,1,4,0,1,0,18,1,0,0,16719,1336,15383,15096,14898,20,77,78,10,13,287,279,8,0,0,0,12621,12422,11958,13,73,65,11,302,199,190,8,1,0,0,12621,778,11843,11682,11527,13,61,62,9,10,161,156,5,0,0,0,7099,6495,604
Gooding County,ID,050,4,8,16,047,1888031360,12289863,15464,6093,+42.9731849,-114.8214203,15464,15096,12481,37,127,72,11,2368,368,361,23,105,50,8,145,0,1,0,5,1,0,11,6,3,3,7,0,0,0,15464,4344,11120,10938,10758,13,86,60,10,11,182,179,3,0,0,0,10901,10712,9118,21,81,44,9,1439,189,184,5,0,0,0,10901,2531,8370,8273,8163,7,57,35,8,3,97,95,2,0,0,0,6093,5531,562
Idaho County,ID,050,4,8,16,049,21956239945,67335736,16267,8744,+45.8492367,-115.4673755,16267,15959,15259,42,480,68,7,103,308,289,20,189,19,11,35,1,0,0,0,6,1,3,3,1,0,18,1,0,0,16267,421,15846,15592,15028,38,446,65,6,9,254,240,14,0,0,0,12862,12670,12187,21,344,48,6,64,192,180,11,1,0,0,12862,252,12610,12441,12041,19,323,47,6,5,169,160,9,0,0,0,8744,6834,1910
Jefferson County,ID,050,4,8,16,051,2832154816,31267656,26140,8722,+43.7969649,-112.3185879,26140,25739,23844,52,203,103,23,1514,401,377,44,95,96,32,95,1,1,1,0,3,0,4,1,3,1,23,1,0,0,26140,2641,23499,23241,22925,40,132,103,22,19,258,244,14,0,0,0,16853,16658,15549,15,129,74,11,880,195,176,18,1,0,0,16853,1454,15399,15262,15069,5,94,74,10,10,137,125,12,0,0,0,8722,8146,576
Jerome County,ID,050,4,8,16,053,1546700901,12864129,22374,8101,+42.6911715,-114.2630091,22374,21893,17904,62,302,76,17,3532,481,457,27,113,43,10,227,2,0,0,9,2,0,12,0,2,10,19,3,2,0,22374,6929,15445,15248,14958,39,156,62,12,21,197,184,8,3,2,0,15426,15175,12769,36,184,61,11,2114,251,240,8,1,2,0,15426,3993,11433,11321,11127,24,99,54,8,9,112,106,3,1,2,0,8101,7540,561
Kootenai County,ID,050,4,8,16,055,3222267856,185180068,138494,63177,+47.6771129,-116.6949184,138494,135172,130844,416,1781,961,129,1041,3322,3083,401,1456,636,121,324,17,17,2,7,13,6,31,23,20,9,228,6,5,0,138494,5268,133226,130564,127454,381,1570,925,117,117,2662,2508,147,3,4,0,104250,102436,99416,255,1247,698,95,725,1814,1696,111,3,4,0,104250,3121,101129,99632,97421,242,1120,676,87,86,1497,1417,75,2,3,0,63177,54200,8977
Latah County,ID,050,4,8,16,057,2786815890,2372731,37244,15988,+46.8189202,-116.7309737,37244,36295,34557,293,237,781,52,375,949,876,134,334,259,20,97,4,4,3,1,2,0,7,7,2,2,65,7,1,0,37244,1326,35918,35116,33746,288,218,773,45,46,802,756,45,1,0,0,30275,29682,28218,238,198,681,39,308,593,550,38,4,1,0,30275,981,29294,28781,27622,233,185,677,34,30,513,484,28,1,0,0,15988,14708,1280
Lemhi County,ID,050,4,8,16,059,11819118494,13894478,7936,4729,+44.9287886,-113.8878408,7936,7806,7654,18,57,30,3,44,130,115,17,73,6,6,10,0,0,1,0,0,1,1,0,0,0,15,0,0,0,7936,181,7755,7641,7543,16,49,29,3,1,114,104,10,0,0,0,6360,6276,6157,15,46,21,2,35,84,75,9,0,0,0,6360,117,6243,6167,6090,13,41,21,2,0,76,68,8,0,0,0,4729,3576,1153
Lewis County,ID,050,4,8,16,061,1240073685,2444478,3821,1880,+46.2363277,-116.4237600,3821,3729,3450,14,180,17,5,63,92,88,5,57,13,6,6,0,0,0,0,1,0,0,0,0,0,4,0,0,0,3821,128,3693,3606,3398,14,176,12,5,1,87,83,4,0,0,0,2973,2917,2722,8,132,15,3,37,56,53,3,0,0,0,2973,74,2899,2844,2692,8,129,11,3,1,55,52,3,0,0,0,1880,1657,223
Lincoln County,ID,050,4,8,16,063,3111625420,11608239,5208,1976,+42.9861805,-114.1538989,5208,5095,4171,19,38,20,3,844,113,106,9,25,11,2,52,3,0,1,0,0,0,0,0,0,3,2,5,0,0,5208,1476,3732,3680,3607,18,30,18,3,4,52,48,2,2,0,0,3509,3443,2886,4,30,15,3,505,66,60,2,4,0,0,3509,857,2652,2623,2574,3,27,13,3,3,29,25,2,2,0,0,1976,1705,271
Madison County,ID,050,4,8,16,065,1215237613,10412190,37536,11280,+43.7897087,-111.6565500,37536,36985,35235,185,99,352,55,1059,551,494,40,121,162,44,100,2,1,1,0,1,0,0,13,6,3,57,0,0,0,37536,2218,35318,34919,34218,178,81,348,51,43,399,353,46,0,0,0,27788,27429,26182,113,73,285,49,727,359,321,38,0,0,0,27788,1475,26313,26051,25521,109,59,282,45,35,262,230,32,0,0,0,11280,10611,669
Minidoka County,ID,050,4,8,16,067,1962152486,13820933,20069,7665,+42.8569373,-113.6400095,20069,19581,16091,77,248,88,1,3076,488,458,35,124,43,4,196,5,0,1,5,0,5,30,4,3,3,26,0,4,0,20069,6493,13576,13377,13095,44,146,70,1,21,199,185,14,0,0,0,14176,13907,11674,38,164,67,0,1964,269,255,12,0,2,0,14176,3898,10278,10166,9962,18,109,60,0,17,112,105,7,0,0,0,7665,7170,495
Nez Perce County,ID,050,4,8,16,069,2196547487,21212976,39265,17438,+46.3337663,-116.7609025,39265,38290,35390,117,2206,279,37,261,975,915,86,503,131,21,81,42,2,1,3,4,5,13,20,2,1,55,4,1,0,39265,1109,38156,37346,34835,112,2074,277,35,13,810,757,48,4,1,0,30750,30232,28189,78,1525,224,29,187,518,491,24,2,1,0,30750,673,30077,29636,27849,77,1452,222,27,9,441,417,21,2,1,0,17438,16241,1197
Oneida County,ID,050,4,8,16,071,3108143349,3995379,4286,1906,+42.1838897,-112.5204649,4286,4242,4144,9,22,20,1,46,44,43,3,23,9,3,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,4286,126,4160,4125,4073,9,21,20,1,1,35,34,1,0,0,0,3003,2982,2920,2,15,15,0,30,21,21,0,0,0,0,3003,69,2934,2916,2885,2,14,15,0,0,18,18,0,0,0,0,1906,1545,361
Owyhee County,ID,050,4,8,16,073,19853582270,81509222,11526,4781,+42.5930630,-116.1426554,11526,11254,8757,23,495,62,1,1916,272,265,10,118,26,4,75,0,0,0,0,1,1,3,1,9,17,7,0,0,0,11526,2979,8547,8388,7867,18,432,56,1,14,159,154,5,0,0,0,8157,8014,6459,15,334,53,1,1152,143,141,2,0,0,0,8157,1737,6420,6316,5949,11,297,49,1,9,104,102,2,0,0,0,4781,4076,705
Payette County,ID,050,4,8,16,075,1053780320,8827481,22623,8945,+44.0027397,-116.7486549,22623,21984,20053,52,255,189,16,1419,639,606,47,266,128,14,119,0,4,0,2,2,1,6,7,6,4,33,0,0,0,22623,3363,19260,18831,18388,41,185,187,15,15,429,404,25,0,0,0,16139,15828,14587,37,182,170,11,841,311,298,13,0,0,0,16139,1886,14253,14018,13659,30,139,168,10,12,235,226,9,0,0,0,8945,8262,683
Power County,ID,050,4,8,16,077,3636974257,99512615,7817,2944,+42.6941260,-112.8444070,7817,7630,5867,22,179,32,7,1523,187,176,11,71,22,2,65,1,0,0,1,0,0,2,1,0,0,11,0,0,0,7817,2328,5489,5383,5164,18,161,32,6,2,106,100,6,0,0,0,5403,5326,4231,11,117,23,5,939,77,70,7,0,0,0,5403,1352,4051,4012,3866,9,109,23,4,1,39,34,5,0,0,0,2944,2641,303
Shoshone County,ID,050,4,8,16,079,6810799882,14137045,12765,7061,+47.3476935,-115.8850916,12765,12510,12174,26,183,47,12,68,255,248,14,162,19,12,31,1,0,0,3,0,0,2,1,0,3,7,0,0,0,12765,380,12385,12181,11929,20,177,44,5,6,204,199,5,0,0,0,10105,9940,9697,14,138,33,11,47,165,162,3,0,0,0,10105,232,9873,9729,9545,12,133,30,5,4,144,141,3,0,0,0,7061,5605,1456
Teton County,ID,050,4,8,16,081,1164084404,2859304,10170,5478,+43.7609939,-111.2117653,10170,10022,8709,25,35,48,12,1193,148,146,6,36,24,1,71,0,0,0,0,0,0,8,0,0,0,2,0,0,0,10170,1721,8449,8388,8286,12,27,48,12,3,61,61,0,0,0,0,7147,7079,6270,17,22,36,7,727,68,68,0,0,0,0,7147,1009,6138,6101,6030,9,18,36,7,1,37,37,0,0,0,0,5478,3651,1827
Twin Falls County,ID,050,4,8,16,083,4975917336,18417854,77230,31072,+42.3523090,-114.6656386,77230,75475,68693,342,606,922,83,4829,1755,1697,155,522,299,56,508,7,2,1,17,13,5,43,5,39,25,57,1,0,0,77230,10570,66660,65615,63841,307,428,895,79,65,1045,1014,31,0,0,0,56086,55206,50779,192,457,682,61,3035,880,848,32,0,0,0,56086,6267,49819,49247,47962,173,351,667,59,35,572,555,17,0,0,0,31072,28760,2312
Valley County,ID,050,4,8,16,085,9491050481,177273029,9862,11789,+44.7715315,-115.6378747,9862,9720,9445,11,68,41,1,154,142,138,10,69,26,3,26,0,1,0,0,0,0,0,1,1,1,4,0,0,0,9862,386,9476,9370,9277,9,38,41,1,4,106,104,2,0,0,0,7913,7811,7618,7,53,29,0,104,102,99,3,0,0,0,7913,256,7657,7573,7504,5,33,29,0,2,84,82,2,0,0,0,11789,4393,7396
Washington County,ID,050,4,8,16,087,3763204795,53213072,10198,4529,+44.4482128,-116.7978299,10198,9978,8835,18,101,91,3,930,220,216,8,89,22,6,81,0,0,0,0,1,0,0,0,5,4,4,0,0,0,10198,1716,8482,8356,8166,10,75,90,3,12,126,123,3,0,0,0,7680,7544,6788,12,72,81,1,590,136,132,4,0,0,0,7680,1051,6629,6541,6391,8,55,81,1,5,88,85,3,0,0,0,4529,4034,495
Adams County,IL,050,2,3,17,001,2214963578,41793038,67103,29842,+39.9860525,-091.1949607,67103,66006,62868,2331,111,441,12,243,1097,1027,618,185,106,17,58,16,10,2,9,1,0,0,1,4,0,66,4,0,0,67103,776,66327,65319,62414,2288,100,430,12,75,1008,945,59,4,0,0,51642,51194,49045,1577,84,336,9,143,448,418,30,0,0,0,51642,472,51170,50762,48764,1555,78,330,9,26,408,381,27,0,0,0,29842,27375,2467
Alexander County,IL,050,2,3,17,003,609965908,44268323,8238,4006,+37.1836828,-089.3495061,8238,8095,5018,2915,26,16,6,114,143,136,92,29,3,1,2,3,3,0,2,0,0,1,0,0,0,7,0,0,0,8238,155,8083,7943,4983,2908,25,16,6,5,140,134,6,0,0,0,6353,6309,4100,2062,23,14,6,104,44,43,1,0,0,0,6353,130,6223,6179,4078,2058,22,14,6,1,44,43,1,0,0,0,4006,3329,677
Bond County,IL,050,2,3,17,005,984918676,6426360,17768,7089,+38.8859240,-089.4365916,17768,17444,16143,1080,92,68,3,58,324,315,90,52,23,9,97,5,2,0,29,2,0,3,1,1,1,8,1,0,0,17768,547,17221,17011,15797,1061,76,67,3,7,210,203,6,1,0,0,14118,13894,12743,978,80,48,3,42,224,215,8,1,0,0,14118,452,13666,13530,12448,963,66,47,3,3,136,129,6,1,0,0,7089,6427,662
Boone County,IL,050,2,3,17,007,727059777,3380831,54165,19970,+42.3189831,-088.8242951,54165,52745,45724,1064,200,686,23,5048,1420,1340,268,370,183,15,413,7,3,1,22,0,3,18,2,25,10,74,6,0,0,54165,10967,43198,42532,40757,976,68,667,15,49,666,619,42,5,0,0,38481,37851,33596,646,138,478,12,2981,630,597,30,3,0,0,38481,6286,32195,31927,30761,606,56,470,8,26,268,250,16,2,0,0,19970,18505,1465
Brown County,IL,050,2,3,17,009,791518279,4139308,6937,2462,+39.9620694,-090.7503095,6937,6894,5276,1280,14,16,2,306,43,39,9,14,4,1,8,1,0,0,1,0,0,1,0,0,0,4,0,0,0,6937,402,6535,6500,5191,1275,10,16,2,6,35,31,4,0,0,0,5823,5800,4204,1275,13,10,2,296,23,22,1,0,0,0,5823,384,5439,5424,4130,1270,9,10,2,3,15,14,1,0,0,0,2462,2099,363
Bureau County,IL,050,2,3,17,011,2250780454,11583679,34978,15720,+41.4013043,-089.5283772,34978,34527,32937,212,98,228,6,1046,451,443,154,124,41,7,80,3,1,0,12,3,0,1,3,10,4,8,0,0,0,34978,2695,32283,31957,31473,191,63,220,6,4,326,320,6,0,0,0,26823,26616,25603,125,73,173,5,637,207,203,4,0,0,0,26823,1565,25258,25100,24757,115,49,171,5,3,158,154,4,0,0,0,15720,14262,1458
Calhoun County,IL,050,2,3,17,013,657402816,77057174,5089,2835,+39.1642619,-090.6662949,5089,5070,5032,7,9,12,0,10,19,18,3,12,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5089,40,5049,5031,5001,6,9,12,0,3,18,17,1,0,0,0,3976,3963,3940,3,6,8,0,6,13,12,1,0,0,0,3976,17,3959,3946,3926,3,6,8,0,3,13,12,1,0,0,0,2835,2085,750
Carroll County,IL,050,2,3,17,015,1152045333,55821513,15387,8437,+42.0590844,-089.9264854,15387,15219,14906,123,47,53,3,87,168,158,51,52,29,0,14,1,0,0,6,0,0,0,4,1,0,10,0,0,0,15387,437,14950,14811,14596,122,35,53,2,3,139,133,6,0,0,0,12226,12149,11932,85,40,27,3,62,77,72,5,0,0,0,12226,269,11957,11897,11751,85,31,27,2,1,60,56,4,0,0,0,8437,6622,1815
Cass County,IL,050,2,3,17,017,973365036,20581547,13642,5836,+39.9692024,-090.2457045,13642,13456,11769,419,38,44,1,1185,186,183,37,32,12,0,76,0,5,0,14,4,0,1,0,1,1,3,0,0,0,13642,2291,11351,11273,10830,379,15,43,1,5,78,78,0,0,0,0,10241,10150,9046,279,26,33,1,765,91,89,2,0,0,0,10241,1383,8858,8814,8521,247,11,33,1,1,44,44,0,0,0,0,5836,5270,566
Champaign County,IL,050,2,3,17,019,2580316235,5509218,201081,87569,+40.1391496,-088.1972014,201081,195559,147600,24946,549,17969,134,4361,5522,5167,1976,569,1492,52,390,134,94,13,107,32,3,18,105,164,18,337,15,1,2,201081,10607,190474,185778,142470,24553,360,17879,129,387,4696,4413,272,10,1,0,162002,158986,122549,17120,426,15623,125,3143,3016,2817,186,10,1,2,162002,7595,154407,151886,118777,16904,288,15546,120,251,2521,2368,147,5,1,0,87569,80665,6904
Christian County,IL,050,2,3,17,021,1837278793,16221497,34800,15563,+39.5455242,-089.2795925,34800,34478,33610,495,51,167,8,147,322,320,132,106,46,2,20,1,1,0,1,1,1,0,1,5,3,2,0,0,0,34800,471,34329,34045,33331,492,41,165,7,9,284,282,2,0,0,0,27024,26888,26180,425,43,121,7,112,136,134,2,0,0,0,27024,313,26711,26585,25994,424,36,120,6,5,126,124,2,0,0,0,15563,14055,1508
Clark County,IL,050,2,3,17,023,1298666494,8806915,16335,7772,+39.3323642,-087.7916872,16335,16214,16027,48,25,55,3,56,121,118,19,57,20,4,15,1,0,0,1,1,0,0,0,0,0,3,0,0,0,16335,172,16163,16057,15925,48,24,54,3,3,106,103,3,0,0,0,12617,12544,12412,25,23,38,3,43,73,72,1,0,0,0,12617,111,12506,12442,12353,25,22,38,3,1,64,63,1,0,0,0,7772,6782,990
Clay County,IL,050,2,3,17,025,1212932408,3304659,13815,6404,+38.7473124,-088.4837894,13815,13704,13499,47,32,63,0,63,111,107,24,52,8,2,14,0,1,0,2,0,0,1,0,3,0,4,0,0,0,13815,151,13664,13565,13429,43,30,63,0,0,99,95,4,0,0,0,10651,10590,10446,37,20,50,0,37,61,59,2,0,0,0,10651,93,10558,10499,10395,36,18,50,0,0,59,57,2,0,0,0,6404,5697,707
Clinton County,IL,050,2,3,17,027,1227874498,75592326,37762,15311,+38.6064228,-089.4231363,37762,37338,35284,1338,94,167,13,442,424,412,148,97,84,2,57,2,1,0,4,1,1,1,7,1,6,12,0,0,0,37762,1058,36704,36364,34766,1323,80,167,11,17,340,331,9,0,0,0,29180,28997,27233,1237,66,132,7,322,183,179,4,0,0,0,29180,714,28466,28325,26896,1224,55,132,7,11,141,137,4,0,0,0,15311,14005,1306
Coles County,IL,050,2,3,17,029,1316466333,4624844,53873,23425,+39.5136797,-088.2207820,53873,53054,50029,2067,104,531,13,310,819,783,340,208,117,11,50,19,7,5,4,3,0,3,10,4,2,33,2,1,0,53873,1155,52718,52001,49330,2022,79,523,10,37,717,695,20,2,0,0,43931,43480,40967,1740,85,443,13,232,451,430,18,2,1,0,43931,838,43093,42697,40454,1706,67,437,10,23,396,380,14,2,0,0,23425,21463,1962
Cook County,IL,050,2,3,17,031,2448383588,1785882224,5194675,2180359,+41.8942937,-087.6454546,5194675,5062905,2877212,1287767,21559,322672,1724,551971,131770,123253,21706,9552,26680,1104,38219,5137,2883,593,6338,1124,41,1982,875,5945,1074,7838,579,84,16,5194675,1244762,3949913,3878481,2278358,1265778,6682,318869,1043,7751,71432,66140,4870,366,51,5,3962395,3884927,2307424,936069,14795,259183,1356,366100,77468,72311,4704,374,66,13,3962395,822242,3140153,3097777,1906502,923363,5084,256892,879,5057,42376,38980,3105,243,43,5,2180359,1966356,214003
Crawford County,IL,050,2,3,17,033,1148994475,5670462,19817,8661,+39.0037296,-087.7571722,19817,19636,18381,934,48,103,8,162,181,176,60,54,33,1,16,0,4,0,0,0,0,3,5,0,0,5,0,0,0,19817,362,19455,19295,18216,923,42,100,7,7,160,155,5,0,0,0,15764,15672,14535,882,38,81,2,134,92,90,2,0,0,0,15764,283,15481,15405,14416,871,35,78,2,3,76,74,2,0,0,0,8661,7763,898
Cumberland County,IL,050,2,3,17,035,896198602,2535805,11048,4874,+39.2731210,-088.2406193,11048,10962,10856,38,17,27,0,24,86,81,19,50,8,0,1,1,0,0,0,0,0,0,1,0,1,5,0,0,0,11048,75,10973,10896,10815,35,17,25,0,4,77,75,2,0,0,0,8450,8396,8332,15,17,21,0,11,54,53,1,0,0,0,8450,38,8412,8361,8308,15,17,20,0,1,51,50,1,0,0,0,4874,4377,497
DeKalb County,IL,050,2,3,17,037,1635077221,8684327,105160,41079,+41.8946125,-088.7689910,105160,103062,89453,6732,267,2438,23,4149,2098,1964,575,339,388,11,439,38,24,3,52,5,2,22,8,51,7,130,3,0,1,105160,10647,94513,93064,83825,6579,127,2400,19,114,1449,1355,92,1,0,1,81670,80610,70563,4970,186,2107,19,2765,1060,987,71,2,0,0,81670,6709,74961,74216,67081,4874,98,2080,16,67,745,694,50,1,0,0,41079,38484,2595
De Witt County,IL,050,2,3,17,039,1029554715,19608681,16561,7521,+40.1814993,-088.9018526,16561,16368,16035,87,26,60,4,156,193,188,49,69,32,3,27,0,0,0,2,1,0,0,1,2,2,5,0,0,0,16561,354,16207,16048,15855,82,23,58,4,26,159,154,5,0,0,0,12739,12656,12443,65,19,45,4,80,83,82,1,0,0,0,12739,191,12548,12475,12340,64,17,43,4,7,73,72,1,0,0,0,7521,6811,710
Douglas County,IL,050,2,3,17,041,1079156495,1448702,19980,8390,+39.7660780,-088.2228656,19980,19749,19113,58,34,83,0,461,231,223,55,94,25,0,44,0,0,0,2,0,0,0,0,2,1,8,0,0,0,19980,1210,18770,18599,18427,53,31,82,0,6,171,166,5,0,0,0,14806,14698,14273,35,32,61,0,297,108,105,3,0,0,0,14806,720,14086,14002,13881,32,29,60,0,0,84,82,2,0,0,0,8390,7720,670
DuPage County,IL,050,2,3,17,043,848218379,23083362,916924,356179,+41.8520581,-088.0860383,916924,896528,714140,42346,2415,92304,217,45106,20396,19341,3578,1975,6048,210,3919,276,357,25,405,341,8,135,260,1729,75,951,91,13,0,916924,121506,795418,781291,646130,41024,992,91793,171,1181,14127,13418,637,64,8,0,689494,679465,551022,28600,1531,68907,173,29232,10029,9497,474,46,12,0,689494,77214,612280,605474,507562,27854,677,68594,147,640,6806,6416,342,40,8,0,356179,337132,19047
Edgar County,IL,050,2,3,17,045,1614531997,1610636,18576,8803,+39.6790370,-087.7471102,18576,18446,18268,64,25,33,4,52,130,129,29,62,15,1,12,0,1,0,6,0,0,0,0,3,0,1,0,0,0,18576,187,18389,18266,18142,63,23,33,3,2,123,122,1,0,0,0,14455,14369,14243,42,20,25,4,35,86,85,1,0,0,0,14455,108,14347,14262,14171,42,19,25,3,2,85,84,1,0,0,0,8803,7839,964
Edwards County,IL,050,2,3,17,047,576054180,788767,6721,3187,+38.4170954,-088.0479408,6721,6666,6584,30,9,22,0,21,55,53,15,18,11,2,5,0,0,0,0,0,0,2,0,0,0,2,0,0,0,6721,59,6662,6615,6555,30,8,21,0,1,47,45,2,0,0,0,5185,5162,5114,12,9,18,0,9,23,21,2,0,0,0,5185,28,5157,5136,5098,12,8,18,0,0,21,19,2,0,0,0,3187,2840,347
Effingham County,IL,050,2,3,17,049,1240027936,3183199,34242,14570,+39.0476943,-088.5927862,34242,33963,33429,79,39,147,7,262,279,261,67,87,32,10,47,4,1,0,4,1,0,0,0,6,2,13,0,5,0,34242,597,33645,33422,33155,76,24,147,7,13,223,210,13,0,0,0,25800,25670,25306,54,37,107,5,161,130,122,6,0,2,0,25800,359,25441,25332,25141,52,22,107,5,5,109,103,6,0,0,0,14570,13515,1055
